,DealerNbr,DealerName,Clean Name,Report,Address1,City
15660,1799256,robles tire & garage,easttexastirebrake,Performance,,
15661,1799259,"east texas tire & brake, llc",easttexastirebrake,Performance,,
15662,1799259,"east texas tire & brake, llc",thetireshop,Performance,,
15663,1799261,the tire shop,graysautomotivecenter,Performance,,
15664,1799262,gray's automotive center,tiemantire,Performance,,
15665,1799263,tieman tire,tiemantire,Performance,,
15666,1799263,tieman tire,hammsgarage,Performance,,
15667,1799266,hamms garage,yodersautoservice,Performance,,
15668,1799272,yoders auto service,yodersautoservice,Performance,,
15669,1799272,yoders auto service,wlroenigk,Performance,,
15670,1798838,wl roenigk,discounttireofirmo,Performance,,
15671,1798841,discount tire of irmo,betires,Performance,,
15672,1798842,b&e tires,lakecountyautopartswarehouse,Performance,,
15673,1798844,lake county auto parts warehouse,3dtireandservicecenter,Performance,,
15674,1798845,3-d tire and service center,3dtireandservicecenter,Performance,,
15675,1798845,3-d tire and service center,3dtireandservicecenter,Performance,,
15676,1798845,3-d tire and service center,jacsuniversalautomotivellcmeinekecarcare,Performance,,
15677,1798851,jacs universal automotive llc - meineke car care,yarbertireperformance,Performance,,
15678,1798854,yarber tire & performance,yarbertireperformance,Performance,,
15679,1798854,yarber tire & performance,jacksonvillecdjrarlington,Performance,,
15680,1798855,jacksonville cdjr arlington,marksautomotive,Performance,,
15681,1798856,marks automotive,expresscarcare,Performance,,
15682,1798858,express car care inc,pittsburghtireservice,Performance,,
15683,1798860,pittsburgh tire service inc,toneyoil,Performance,,
15684,1798861,toney oil company,toneyoil,Performance,,
15685,1798861,toney oil company,magiccitymotorcars,Performance,,
15686,1798868,magic city motorcars inc,magiccitymotorcars,Performance,,
15687,1798868,magic city motorcars inc,mccormicktireoil,Performance,,
15688,1798872,mccormick tire & oil,gulfcoastautopartsandservice,Performance,,
15689,1798873,gulf coast auto parts and service,gulfcoastautopartsandservice,Performance,,
15690,1798873,gulf coast auto parts and service,gulfcoastautopartsandservice,Performance,,
15691,1798873,gulf coast auto parts and service,timsautocenter,Performance,,
15692,1798877,tim's auto center,rainbowtire,Performance,,
15693,1798881,rainbow tire,bungostireservice,Performance,,
15694,1798883,bungo's tire & service,rogersautotiresupply,Performance,,
15695,1798885,roger's auto & tire supply,rogersautotiresupply,Performance,,
15696,1798885,roger's auto & tire supply,tallmadgeautomotivetruck,Performance,,
15697,1798888,tallmadge automotive & truck,beaustireauto,Performance,,
15698,1799864,beau's tire & auto,beaustireauto,Performance,,
15699,1799864,beau's tire & auto,rodartestirebrakes,Performance,,
15700,1799867,rodarte's tire & brakes,rodartestirebrakes,Performance,,
15701,1799867,rodarte's tire & brakes,ctrautomotiveservicecenter,Performance,,
15702,1799870,ctr automotive service center,ctrautomotiveservicecenter,Performance,,
15703,1799870,ctr automotive service center,walpolevalleytire,Performance,,
15704,1799871,walpole valley tire,krisestire,Performance,,
15705,1799880,krises tire,maplegroveautocenter,Performance,,
15706,1799881,maple grove auto center,maplegroveautocenter,Performance,,
15707,1799881,maple grove auto center,maplegroveautocenter,Performance,,
15708,1799881,maple grove auto center,farleyswholesaletiresautolls,Performance,,
15709,1799885,farley's wholesale tires & auto lls,underwoodenterprises,Performance,,
15710,1799887,underwood enterprises,kalispelltoyotascion,Performance,,
15711,1799888,kalispell toyota scion,cavanaltireauto,Performance,,
15712,1799889,cavanal tire & auto,discounttirealignment,Performance,,
15713,1799891,discount tire & alignment,integrityautorepair,Performance,,
15714,1799895,integrity auto repair,arabwholesaletire,Performance,,
15715,1799897,arab wholesale tire,gilmoretirecenter,Performance,,
15716,1799898,"gilmore tire center, inc.",gilmoretirecenter,Performance,,
15717,1799898,"gilmore tire center, inc.",gilmoretirecenter,Performance,,
15718,1799898,"gilmore tire center, inc.",autotechtowing,Performance,,
15719,1799900,auto tech towing,portertire,Performance,,
15720,1799901,porter tire,munfordtirebrake,Performance,,
15721,1799906,munford tire & brake,garystire,Performance,,
15722,1799911,gary's tire,garystire,Performance,,
15723,1799911,gary's tire,mamuffler,Performance,,
15724,1799917,m & a muffler,mamuffler,Performance,,
15725,1799917,m & a muffler,maltatireshop,Performance,,
15726,1798682,malta tire shop,integrityautoservice,Performance,,
15727,1798683,"integrity auto service, llc",integrityautoservice,Performance,,
15728,1798683,"integrity auto service, llc",kistlertireauto,Performance,,
15729,1798684,kistler tire & auto,kistlertireauto,Performance,,
15730,1798684,kistler tire & auto,ackleyautorepair,Performance,,
15731,1798685,ackley auto repair,ackleyautorepair,Performance,,
15732,1798685,ackley auto repair,tireshed,Performance,,
15733,1798687,tire shed,sweeneysgarage,Performance,,
15734,1798690,sweeney's garage inc,sweeneysgarage,Performance,,
15735,1798690,sweeney's garage inc,sweeneysgarage,Performance,,
15736,1798690,sweeney's garage inc,gretnatire,Performance,,
15737,1798693,"gretna tire, inc.",gretnatire,Performance,,
15738,1798693,"gretna tire, inc.",gretnatire,Performance,,
15739,1798693,"gretna tire, inc.",jonniesservice,Performance,,
15740,1798698,jonnies service,jonniesservice,Performance,,
15741,1798698,jonnies service,billstire,Performance,,
15742,1798704,bill�s tire company,ldusedtire,Performance,,
15743,1798706,l & d used tire,rastirerepairsales,Performance,,
15744,1798707,ras tire repair & sales,parisfordincdbaparisquicklanetireauto,Performance,,
15745,1798712,paris ford inc. dba paris quicklane tire & auto,parisfordincdbaparisquicklanetireauto,Performance,,
15746,1798712,paris ford inc. dba paris quicklane tire & auto,parisfordincdbaparisquicklanetireauto,Performance,,
15747,1798712,paris ford inc. dba paris quicklane tire & auto,grosstirecenter,Performance,,
15748,1798715,"gross tire center, inc.",kktire,Performance,,
15749,1798716,k & k tire,longstire,Performance,,
15750,1798717,long's tire inc.,longstire,Performance,,
15751,1798717,long's tire inc.,longstire,Performance,,
15752,1798717,long's tire inc.,qualitymuffler,Performance,,
15753,1798718,"quality muffler, llc",leestireservice,Performance,,
15754,1799594,"lee's tire service, llc",leestireservice,Performance,,
15755,1799594,"lee's tire service, llc",worleystire,Performance,,
15756,1799599,worleys tire,worleystire,Performance,,
15757,1799599,worleys tire,jstullauto,Performance,,
15758,1799602,j stull auto,jstullauto,Performance,,
15759,1799602,j stull auto,jstullauto,Performance,,
15760,1799602,j stull auto,tiretownautoservice,Performance,,
15761,1799603,tire town auto service llc,tiretownautoservice,Performance,,
15762,1799603,tire town auto service llc,graybrothers,Performance,,
15763,1799604,gray brothers,graybrothers,Performance,,
15764,1799604,gray brothers,abbottsautocenter,Performance,,
15765,1799605,abbotts auto center llc,flatttireservice,Performance,,
15766,1799608,flatt tire service,flatttireservice,Performance,,
15767,1799608,flatt tire service,bluebonnetmotors,Performance,,
15768,1799616,blue bonnet motors,bluebonnetmotors,Performance,,
15769,1799616,blue bonnet motors,frankstire,Performance,,
15770,1799619,franks tire,frankstire,Performance,,
15771,1799619,franks tire,texarkanatirewheel,Performance,,
15772,1799621,texarkana tire & wheel,texarkanatirewheel,Performance,,
15773,1799621,texarkana tire & wheel,texarkanatirelube,Performance,,
15774,1799622,texarkana tire & lube,glovertireservice,Performance,,
15775,1799626,"glover tire service, inc.",glovertireservice,Performance,,
15776,1799626,"glover tire service, inc.",glovertireservice,Performance,,
15777,1799626,"glover tire service, inc.",kinzieservice,Performance,,
15778,1799629,kinzie service llc,kinzieservice,Performance,,
15779,1799629,kinzie service llc,ronscarclinic,Performance,,
15780,1799634,ron's car clinic,ronscarclinic,Performance,,
15781,1799634,ron's car clinic,actiontire,Performance,,
15782,1799644,action tire,unityauto,Performance,,
15783,1798819,unity auto inc,unityauto,Performance,,
15784,1798819,unity auto inc,addisontireservice,Performance,,
15785,1798820,addison tire service,addisontireservice,Performance,,
15786,1798820,addison tire service,rockysmarathon,Performance,,
15787,1798823,rockys marathon,rockysmarathon,Performance,,
15788,1798823,rockys marathon,rockysmarathon,Performance,,
15789,1798823,rockys marathon,abstireservice,Performance,,
15790,1798827,abs tire service llc,randystirealignment,Performance,,
15791,1798831,randy's tire & alignment,loudermilkschevron,Performance,,
15792,1798832,loudermilks chevron,wlroenigk,Performance,,
15793,1798838,wl roenigk,discounttireofirmo,Performance,,
15794,1798841,discount tire of irmo,lakecountyautopartswarehouse,Performance,,
15795,1798844,lake county auto parts warehouse,lakecountyautopartswarehouse,Performance,,
15796,1798844,lake county auto parts warehouse,3dtireandservicecenter,Performance,,
15797,1798845,3-d tire and service center,muletowntire,Performance,,
15798,1798852,muletown tire,jacksonvillecdjrarlington,Performance,,
15799,1798855,jacksonville cdjr arlington,marksautomotive,Performance,,
15800,1798856,marks automotive,expresscarcare,Performance,,
15801,1798858,express car care inc,paynetire,Performance,,
15802,1798859,payne tire,pittsburghtireservice,Performance,,
15803,1798860,pittsburgh tire service inc,toneyoil,Performance,,
15804,1798861,toney oil company,knaautocenter,Performance,,
15805,1798865,k-n-a auto center,knaautocenter,Performance,,
15806,1798865,k-n-a auto center,espinotireauto2,Performance,,
15807,1798867,espino tire & auto 2,magiccitymotorcars,Performance,,
15808,1798868,magic city motorcars inc,lenjrsautosalessevice,Performance,,
15809,1798869,len jr's auto sales &sevice,lenjrsautosalessevice,Performance,,
15810,1798869,len jr's auto sales &sevice,tallmadgeautomotivetruck,Performance,,
15811,1798888,tallmadge automotive & truck,wootenautomotivetowing,Performance,,
15812,1798891,wooten automotive & towing llc,wolfswestside,Performance,,
15813,1798894,wolf's westside,sandersautosales,Performance,,
15814,1798895,sander's auto sales,sandersautosales,Performance,,
15815,1798895,sander's auto sales,sandersautosales,Performance,,
15816,1798895,sander's auto sales,hardincountytirecenter,Performance,,
15817,1798896,hardin county tire center,meyerstirestrucks,Performance,,
15818,1798897,meyers tires & trucks,160pitstop,Performance,,
15819,1798898,160 pit stop,oktire,Performance,,
15820,1798901,o k tire,bkautosales,Performance,,
15821,1798902,b k auto sales,bucyrustire,Performance,,
15822,1798913,bucyrus tire llc,tahoecityservice,Performance,,
15823,1798917,tahoe city service inc.,martystireofsouthcharleston,Performance,,
15824,1798918,martys tire of south charleston,martystireofnitro,Performance,,
15825,1798919,martys tire of nitro,martystireofnitro,Performance,,
15826,1798919,martys tire of nitro,poweautomotive,Performance,,
15827,1798922,powe automotive,poweautomotive,Performance,,
15828,1798922,powe automotive,adtire,Performance,,
15829,1798925,a&d tire,mountainviewcoop,Performance,,
15830,1798927,mountain view coop,mountainviewcoop,Performance,,
15831,1798927,mountain view coop,shermanwholesale,Performance,,
15832,1798932,sherman wholesale,shermanwholesale,Performance,,
15833,1798932,sherman wholesale,bradentireandservice,Performance,,
15834,1798935,braden tire and service,topnotchservicecenter,Performance,,
15835,1798936,top notch service center,bestonetireofowensboro,Performance,,
15836,1798940,best one tire of owensboro,bestonetireofowensboro,Performance,,
15837,1798940,best one tire of owensboro,theplainsservicecenter,Performance,,
15838,1798941,the plains service center,davesservicecenter,Performance,,
15839,1799275,dave's service center,gbauto,Performance,,
15840,1799277,g & b auto,gbauto,Performance,,
15841,1799277,g & b auto,matthews,Performance,,
15842,1799279,matthews inc.,meyerholztire,Performance,,
15843,1799280,meyerholz tire company,ralphhonda,Performance,,
15844,1799285,ralph honda,ralphhonda,Performance,,
15845,1799285,ralph honda,ralphhonda,Performance,,
15846,1799285,ralph honda,oilcityautomotive,Performance,,
15847,1799286,oil city automotive,firmstonesservice,Performance,,
15848,1799289,firmstone's service,firmstonesservice,Performance,,
15849,1799289,firmstone's service,cunninghamtire,Performance,,
15850,1799291,cunningham tire,cunninghamtire,Performance,,
15851,1799291,cunningham tire,gatewaytirecenter,Performance,,
15852,1799300,gateway tire center,gatewaytirecenter,Performance,,
15853,1799300,gateway tire center,siestatirecustomwheels2,Performance,,
15854,1799301,siesta tire & custom wheels #2,strouhaltirerecappingplant,Performance,,
15855,1799302,"strouhal tire recapping plant, ltd",strouhaltirerecappingplant,Performance,,
15856,1799302,"strouhal tire recapping plant, ltd",strouhaltirerecappingplant,Performance,,
15857,1799302,"strouhal tire recapping plant, ltd",strouhaltirerecappingplant,Performance,,
15858,1799303,"strouhal tire recapping plant, ltd.",strouhaltirerecappingplant,Performance,,
15859,1799303,"strouhal tire recapping plant, ltd.",wheelsource,Performance,,
15860,1799305,wheel source,mcautotruckrepair,Performance,,
15861,1799306,mc auto & truck repair llc,mcautotruckrepair,Performance,,
15862,1799306,mc auto & truck repair llc,pitcherperfecttireservice,Performance,,
15863,1799308,pitcher perfect tire service,pitcherperfecttireservice,Performance,,
15864,1799308,pitcher perfect tire service,punkstire,Performance,,
15865,1799309,punk's tire,cunninghamtireservices,Performance,,
15866,1799311,cunningham tire services inc.,leipoldtire,Performance,,
15867,1799647,leipold tire,hughestirebrake,Performance,,
15868,1799649,hughes tire & brake,hughestirebrake,Performance,,
15869,1799649,hughes tire & brake,budstireservice,Performance,,
15870,1799650,bud's tire service inc,lctiresales,Performance,,
15871,1799655,l&c tire sales,carrollcountyrepair,Performance,,
15872,1799659,carroll county repair,hugginsautoparts,Performance,,
15873,1799661,huggins auto parts inc.,stonesautotire,Performance,,
15874,1799663,stone's auto & tire,shilibstires,Performance,,
15875,1799664,shilibs tires,aetireandautodbathetirestore,Performance,,
15876,1799666,a&e tire and auto dba the tire store,jodysmufflerautocenters,Performance,,
15877,1799667,jody's muffler & auto centers inc.,acehardware,Performance,,
15878,1799671,ace hardware,mooretires,Performance,,
15879,1799672,moore tires,mooretires,Performance,,
15880,1799672,moore tires,redstire,Performance,,
15881,1799673,red's tire,honakertireservice,Performance,,
15882,1799674,honaker tire service,corptire,Performance,,
15883,1799675,corp tire,tirexpress,Performance,,
15884,1799676,tire xpress llc,mathewsusedcars,Performance,,
15885,1799677,mathews used cars inc,hersheysautomotive,Performance,,
15886,1799679,hersheys automotive,welbornspendletontireco,Performance,,
15887,1799680,"welborn's pendleton tire co, inc.",marks10thstautomotive,Performance,,
15888,1799683,marks 10th st. automotive,mccrakeningram,Performance,,
15889,1799684,mccraken & ingram,mccrakeningram,Performance,,
15890,1799684,mccraken & ingram,mccrakeningram,Performance,,
15891,1799684,mccraken & ingram,billstireoutlet,Performance,,
15892,1799685,bill's tire outlet,billstireoutlet,Performance,,
15893,1799685,bill's tire outlet,bostireauto,Performance,,
15894,1799686,bo's tire & auto,mussersservice,Performance,,
15895,1799687,mussers service,johnsautoworks,Performance,,
15896,1798719,johns autoworks,autoexpresssuzuki,Performance,,
15897,1798720,auto express suzuki,dustystire,Performance,,
15898,1798723,dustys tire,dustystire,Performance,,
15899,1798723,dustys tire,dustystire,Performance,,
15900,1798723,dustys tire,dustystire,Performance,,
15901,1798723,dustys tire,burbanktirecarcare,Performance,,
15902,1798724,burbank tire & car care llc,burbanktirecarcare,Performance,,
15903,1798724,burbank tire & car care llc,burbanktirecarcare,Performance,,
15904,1798724,burbank tire & car care llc,spitfireautomotive,Performance,,
15905,1798735,spitfire automotive,basaltquicklube,Performance,,
15906,1798742,basalt quick lube,basaltquicklube,Performance,,
15907,1798742,basalt quick lube,cunninghammotors,Performance,,
15908,1798744,cunningham motors,cunninghammotors,Performance,,
15909,1798744,cunningham motors,mobileautorescue,Performance,,
15910,1798746,mobile auto rescue,tireswheels,Performance,,
15911,1798747,tires & wheels unlimited,tireswheels,Performance,,
15912,1798747,tires & wheels unlimited,fostertire,Performance,,
15913,1798759,foster tire,optimustireandalignment,Performance,,
15914,1798761,optimus tire and alignment,springhilltire,Performance,,
15915,1798766,springhill tire,springhilltire,Performance,,
15916,1798766,springhill tire,springhilltire,Performance,,
15917,1798766,springhill tire,rickstirewheel,Performance,,
15918,1798771,ricks tire & wheel,rickstirewheel,Performance,,
15919,1798771,ricks tire & wheel,devillecompany,Performance,,
15920,1798773,"deville company, llc",devillecompany,Performance,,
15921,1798773,"deville company, llc",buschautoservicecenter,Performance,,
15922,1798774,busch auto service center,nextechauto,Performance,,
15923,1798777,nextech auto,knudsenoilfeed,Performance,,
15924,1799918,knudsen oil & feed,arcadiafarmandhome,Performance,,
15925,1799922,arcadia farm and home,arcadiafarmandhome,Performance,,
15926,1799922,arcadia farm and home,fortyfortlubeservice,Performance,,
15927,1799923,forty fort lube & service,deichlerstires,Performance,,
15928,1799931,deichlers tires,howickmotors,Performance,,
15929,1799935,howick motors inc.,cityservicestation,Performance,,
15930,1799936,city service station,cityservicestation,Performance,,
15931,1799936,city service station,afterhourstires,Performance,,
15932,1799938,after hours tires,fayetteservicecenter,Performance,,
15933,1799944,fayette service center,tuckertirelagunaniguel,Performance,,
15934,1799945,tucker tire laguna niguel llc,rrrtirewapak,Performance,,
15935,1799947,rrr tire wapak,camerontire,Performance,,
15936,1799950,cameron tire,ricksgarage24hrtowing,Performance,,
15937,1799959,rick's garage & 24 hr. towing,ricksgarage24hrtowing,Performance,,
15938,1799959,rick's garage & 24 hr. towing,ricksgarage24hrtowing,Performance,,
15939,1799959,rick's garage & 24 hr. towing,totaltire,Performance,,
15940,1799962,total tire,totaltire,Performance,,
15941,1799962,total tire,portlandtire,Performance,,
15942,1799966,portland tire,lloydbeltauto,Performance,,
15943,1799973,lloyd belt auto,tiretown,Performance,,
15944,1799975,tire town,sampsautotirerepair,Performance,,
15945,1799981,samps auto & tire repair,monticelloexxon,Performance,,
15946,1799983,monticello exxon,monticelloexxon,Performance,,
15947,1799983,monticello exxon,monticelloexxon,Performance,,
15948,1799983,monticello exxon,olympictirewheel,Performance,,
15949,1799984,olympic tire & wheel,parkertowingtire,Performance,,
15950,1799989,parker towing & tire,parkertowingtire,Performance,,
15951,1799989,parker towing & tire,wilsonsontire,Performance,,
15952,1799990,wilson & son tire,tireautosuperstore,Performance,,
15953,1798945,tire & auto superstore,kendziastire,Performance,,
15954,1798946,kendzias tire,lrz3autotboystireauto,Performance,,
15955,1798948,lrz3 auto/t-boys tire & auto,parsleytire,Performance,,
15956,1798949,parsley tire,mcclainautotireservice,Performance,,
15957,1798952,mcclain auto & tire service,camproadautomotive,Performance,,
15958,1798953,camp road automotive inc,camproadautomotive,Performance,,
15959,1798953,camp road automotive inc,steinsgarage,Performance,,
15960,1798955,stein's garage,steinsgarage,Performance,,
15961,1798955,stein's garage,lennystire,Performance,,
15962,1798957,lenny's tire inc.,hamricktireautomotive,Performance,,
15963,1798963,hamrick tire & automotive,barbushautomotive,Performance,,
15964,1798965,barbush automotive,tallmadgetire,Performance,,
15965,1798968,tallmadge tire,tuffyautoservicecenter,Performance,,
15966,1798969,tuffy auto service center,jimstirebrake,Performance,,
15967,1798970,"jim's tire & brake, inc.",jimstirebrake,Performance,,
15968,1798970,"jim's tire & brake, inc.",tirestar,Performance,,
15969,1798973,tire star,tirestar,Performance,,
15970,1798973,tire star,tirestar,Performance,,
15971,1798973,tire star,tompardigarage,Performance,,
15972,1798978,tom pardi garage,smithtireauto,Performance,,
15973,1798981,smith tire & auto,trucksnstuff,Performance,,
15974,1798983,trucks n stuff,payneservicecenter,Performance,,
15975,1798987,payne service center inc,payneservicecenter,Performance,,
15976,1798987,payne service center inc,payneservicecenter,Performance,,
15977,1798987,payne service center inc,smolictire,Performance,,
15978,1798995,smolic tire inc,smolictire,Performance,,
15979,1798995,smolic tire inc,smolictire,Performance,,
15980,1798995,smolic tire inc,mccormicktireoil,Performance,,
15981,1798872,mccormick tire & oil,gulfcoastautopartsandservice,Performance,,
15982,1798873,gulf coast auto parts and service,rainbowtire,Performance,,
15983,1798881,rainbow tire,wootenautomotivetowing,Performance,,
15984,1798891,wooten automotive & towing llc,wolfswestside,Performance,,
15985,1798894,wolf's westside,wolfswestside,Performance,,
15986,1798894,wolf's westside,sandersautosales,Performance,,
15987,1798895,sander's auto sales,meyerstirestrucks,Performance,,
15988,1798897,meyers tires & trucks,160pitstop,Performance,,
15989,1798898,160 pit stop,160pitstop,Performance,,
15990,1798898,160 pit stop,easthighlandautotech,Performance,,
15991,1798900,east highland auto tech,oktire,Performance,,
15992,1798901,o k tire,oktire,Performance,,
15993,1798901,o k tire,angkortire,Performance,,
15994,1798904,angkor tire,fountaininnservicecenter,Performance,,
15995,1798911,fountain inn service center,bucyrustire,Performance,,
15996,1798913,bucyrus tire llc,loveladyautomotive,Performance,,
15997,1798921,lovelady automotive,loveladyautomotive,Performance,,
15998,1798921,lovelady automotive,poweautomotive,Performance,,
15999,1798922,powe automotive,adtire,Performance,,
16000,1798925,a&d tire,adtire,Performance,,
16001,1798925,a&d tire,mountainviewcoop,Performance,,
16002,1798927,mountain view coop,blankenshipspitstop,Performance,,
16003,1798933,blankenships pit stop,bradentireandservice,Performance,,
16004,1798935,braden tire and service,topnotchservicecenter,Performance,,
16005,1798936,top notch service center,bestonetireofowensboro,Performance,,
16006,1798940,best one tire of owensboro,bestonetireofowensboro,Performance,,
16007,1798940,best one tire of owensboro,theplainsservicecenter,Performance,,
16008,1798941,the plains service center,tonysexxon,Performance,,
16009,1798944,tony's exxon,wilsonsontire,Performance,,
16010,1799990,wilson & son tire,alfordstireservice,Performance,,
16011,1799999,alfords tire service,alfordstireservice,Performance,,
16012,1799999,alfords tire service,southsidetireauto,Performance,,
16013,1800000,southside tire & auto inc,dktireservice,Performance,,
16014,1800001,dk tire service,dktireservice,Performance,,
16015,1800001,dk tire service,leestire,Performance,,
16016,1800005,lee's tire company,mcfarlandsonsgarage,Performance,,
16017,1800007,mcfarland & son's garage,mcfarlandsonsgarage,Performance,,
16018,1800007,mcfarland & son's garage,okemahtireauto,Performance,,
16019,1800013,okemah tire & auto,roadkingtire,Performance,,
16020,1800014,roadking tire llc,roadkingtire,Performance,,
16021,1800014,roadking tire llc,gianttire,Performance,,
16022,1800017,giant tire,kirtsmufflershop,Performance,,
16023,1800019,kirts muffler shop,citytirepros,Performance,,
16024,1800027,city tire pros,stringerautorepair,Performance,,
16025,1800029,stringer auto repair,everytirewheel,Performance,,
16026,1800031,every tire & wheel,scottsgarage,Performance,,
16027,1800032,scotts garage,bestonetireautocareofrichmond,Performance,,
16028,1800033,best one tire & auto care of richmond inc,bestonetireautocareofrichmond,Performance,,
16029,1800033,best one tire & auto care of richmond inc,thetireshop,Performance,,
16030,1800034,the tire shop,woosterchryslerdodgejeepram,Performance,,
16031,1800036,wooster chrysler dodge jeep ram,woosterchryslerdodgejeepram,Performance,,
16032,1800036,wooster chrysler dodge jeep ram,aplusautocare,Performance,,
16033,1800038,a plus auto care inc,kipstireauto,Performance,,
16034,1800039,kip's tire & auto llc,kipstireauto,Performance,,
16035,1800039,kip's tire & auto llc,kipstireauto,Performance,,
16036,1800039,kip's tire & auto llc,kipstireauto,Performance,,
16037,1800039,kip's tire & auto llc,mussersservice,Performance,,
16038,1799687,mussers service,professionaltire,Performance,,
16039,1799689,professional tire,mackenzieautomotive,Performance,,
16040,1799693,mackenzie automotive,mackenzieautomotive,Performance,,
16041,1799693,mackenzie automotive,mackenzieautomotive,Performance,,
16042,1799693,mackenzie automotive,crossroadsautocenter,Performance,,
16043,1799695,crossroads auto center,crossroadsautocenter,Performance,,
16044,1799695,crossroads auto center,fortwaynetoyota,Performance,,
16045,1799699,fort wayne toyota,darrylsautoservicecenter,Performance,,
16046,1799703,darryl's auto service center,willigtire,Performance,,
16047,1799704,willig tire,larryswreckerservice,Performance,,
16048,1799705,larrys wrecker service,phelpsautosupply,Performance,,
16049,1799707,phelps auto supply,northfieldtire,Performance,,
16050,1799708,northfield tire,staleystirecenter,Performance,,
16051,1799712,staley's tire center,robinsonservice,Performance,,
16052,1799719,robinson service,robinsonservice,Performance,,
16053,1799719,robinson service,tateboystire,Performance,,
16054,1799726,tate boys tire,tateboystire,Performance,,
16055,1799726,tate boys tire,jeffsgarage,Performance,,
16056,1799727,jeffs garage,actionalstireco,Performance,,
16057,1799730,action al's tire co inc,autohouse,Performance,,
16058,1799735,auto house,autohouse,Performance,,
16059,1799735,auto house,mufflerdoctor,Performance,,
16060,1799742,muffler doctor,tdtireauto,Performance,,
16061,1799743,t&d tire & auto,tdtireauto,Performance,,
16062,1799743,t&d tire & auto,sealstire,Performance,,
16063,1799748,seals tire,southeasttire,Performance,,
16064,1799750,southeast tire,friendlytire,Performance,,
16065,1799751,friendly tire,friendlytire,Performance,,
16066,1799751,friendly tire,walkertire,Performance,,
16067,1799312,walker tire,oswegoautotruck,Performance,,
16068,1799317,oswego auto & truck,oswegoautotruck,Performance,,
16069,1799317,oswego auto & truck,mohrstirefarm,Performance,,
16070,1799318,mohrs tire farm,mohrstirefarm,Performance,,
16071,1799318,mohrs tire farm,markstireautomotive,Performance,,
16072,1799323,mark's tire & automotive llc,markstireautomotive,Performance,,
16073,1799323,mark's tire & automotive llc,integritytire,Performance,,
16074,1799328,integrity tire,bodkinsenterprises,Performance,,
16075,1799332,bodkins enterprises,midtownservicecenter,Performance,,
16076,1799336,midtown service center,cars,Performance,,
16077,1799337,c.a.r.s.,cars,Performance,,
16078,1799337,c.a.r.s.,cars,Performance,,
16079,1799337,c.a.r.s.,thepoint,Performance,,
16080,1799342,the point,thepoint,Performance,,
16081,1799342,the point,thepoint,Performance,,
16082,1799342,the point,kennedytire,Performance,,
16083,1799344,kennedy tire co,pensaktire,Performance,,
16084,1799347,pensak tire inc.,jgtire,Performance,,
16085,1799350,j & g tire,jgtire,Performance,,
16086,1799350,j & g tire,millerhyundai,Performance,,
16087,1799352,miller hyundai,broganfolz,Performance,,
16088,1799367,brogan-folz inc,broganfolz,Performance,,
16089,1799367,brogan-folz inc,stevesautocare,Performance,,
16090,1799368,steve's auto care ltd,stevesautocare,Performance,,
16091,1799368,steve's auto care ltd,jacksontire,Performance,,
16092,1799369,jackson tire inc.,leidyservicecenter,Performance,,
16093,1799371,leidy service center,finneysmarathon,Performance,,
16094,1799372,finney's marathon,wagnertireandsupply,Performance,,
16095,1799375,wagner tire and supply,nextechauto,Performance,,
16096,1798777,nextech auto,ashflatconoco,Performance,,
16097,1798782,ash flat conoco,clarksmufflerservice,Performance,,
16098,1798784,"clarks muffler & service, inc",mfaexchangeofchamois,Performance,,
16099,1798787,mfa exchange of chamois,poconoautoservice,Performance,,
16100,1798791,"pocono auto service, llc",robertsbrostireauto,Performance,,
16101,1798796,robertsbros tire & auto,tomsautopartsservice,Performance,,
16102,1798798,toms auto parts & service,ashcrafttire,Performance,,
16103,1798801,ashcraft tire,powelltireservice,Performance,,
16104,1798803,powell tire service,powelltireservice,Performance,,
16105,1798803,powell tire service,stanfieldtire,Performance,,
16106,1798808,stanfield tire,americantire,Performance,,
16107,1798809,american tire inc.,wellingtonwheelalignmentbrakerepair,Performance,,
16108,1798814,wellington wheel alignment & brake repair,wellingtonwheelalignmentbrakerepair,Performance,,
16109,1798814,wellington wheel alignment & brake repair,hovistire,Performance,,
16110,1798815,hovis tire,hovistire,Performance,,
16111,1798815,hovis tire,williamstireautorepair,Performance,,
16112,1798816,williams tire & auto repair,williamstireautorepair,Performance,,
16113,1798816,williams tire & auto repair,randysautomotive,Performance,,
16114,1798817,randys automotive,randysautomotive,Performance,,
16115,1798817,randys automotive,addisontireservice,Performance,,
16116,1798820,addison tire service,rockysmarathon,Performance,,
16117,1798823,rockys marathon,joestireii,Performance,,
16118,1798826,joe's tire ii,abstireservice,Performance,,
16119,1798827,abs tire service llc,randystirealignment,Performance,,
16120,1798831,randy's tire & alignment,randystirealignment,Performance,,
16121,1798831,randy's tire & alignment,randystirealignment,Performance,,
16122,1798831,randy's tire & alignment,loudermilkschevron,Performance,,
16123,1798832,loudermilks chevron,kipstireauto,Performance,,
16124,1800039,kip's tire & auto llc,cleburnetire,Performance,,
16125,1800041,cleburne tire,exceptionalmotorcar,Performance,,
16126,1800042,exceptional motorcar llc,exceptionalmotorcar,Performance,,
16127,1800042,exceptional motorcar llc,nixtirecenter,Performance,,
16128,1800047,nix tire center,performancetireandauto,Performance,,
16129,1800048,performance tire and auto,performancetireandauto,Performance,,
16130,1800048,performance tire and auto,emcar,Performance,,
