,Dealer Number,Dealer Name,Store Address Line 1,Store City,Clean Name,Key
1841,1796515,Mid South Tire LLC,PO BOX 307,FRANKLIN,midsouthtire,midsouthpobox307franklin
1842,1797286,MID-CITY TIRE & AUTO,709 WASHINGTON AVE.,PHILADELPHIA,midcitytireauto,midcityt709washiphiladel
1843,1797437,MIDAMERICA TIRE & PERFORMANCE,2952 N MARTIN LUTHER KING,DECATUR,midamericatireperformance,midameri2952nmardecatur
1844,1921239,Midas,304 W University Avenue,Urbana,midas,midas304wunivurbana
1845,1986858,MIDAS MUFFLER,816 ROUTE S 5 AND 20,GENEVA,midasmuffler,midasmuf816routegeneva
1846,1797397,MIDAS MUFFLER,3141 LEHIGH ST,ALLENTOWN,midasmuffler,midasmuf3141lehiallentow
1847,2024284,Midas of Temecula,26677 Ynez Rd,Temecula,midasoftemecula,midasoft26677ynetemecula
1848,1799136,MIDDLEFIELD TIRE,P.O. BOX 215,MIDDLEFIELD,middlefieldtire,middlefipobox215middlefi
1849,1800403,MIDDLETOWN NISSAN INC.,11 ALLEN LANE,SLOATSBURG,middletownnissan,middleto11allenlsloatsbu
1850,1922778,Middletown Tire and Auto,480 East Main Street,Middletown,middletowntireandauto,middleto480eastmmiddleto
1851,1801162,Midland Tire & Auto Service,316 Lyon Road,Midland,midlandtireautoservice,midlandt316lyonrmidland
1852,1795551,MIDLAND TIRE INC,1825 MIDLAND TRAIL,SHELBYVILLE,midlandtire,midlandt1825midlshelbyvi
1853,1797107,MIDSTATE TIRE,80 WHILEY RD.,LANCASTER,midstatetire,midstate80whileylancaste
1854,1796791,MIDTOWN SERVICE CENTER,P O BOX 653,WEST JEFFERSON,midtownservicecenter,midtownspobox653westjeff
1855,1796791,MIDTOWN SERVICE CENTER,P O BOX 653,WEST JEFFERSON,midtownservicecenter,midtownspobox653westjeff
1856,1799336,MIDTOWN SERVICE CENTER,1501 HARLAN ST.,FALLS CITY,midtownservicecenter,midtowns1501harlfallscit
1857,1797406,MIDWAY COOP,122 SOUTH 9TH,OSBORNE,midwaycoop,midwayco122southosborne
1858,1797751,MIDWEST AUTO CARE & TRANSMISSION CENTER,1122 MARQUETTE RD.,LAKE STATION,midwestautocaretransmissioncenter,midwesta1122marqlakestat
1859,1923054,Midwest Auto Center,710 S Main St,Wellsville,midwestautocenter,midwesta710smainwellsvil
1860,2027077,Midwest Kia,8725 W Kellogg Dr,Wichita,midwestkia,midwestk8725wkelwichita
1861,1931868,Midwest Kia,8725 W Kellogg Drive,Wichita,midwestkia,midwestk8725wkelwichita
1862,1797869,MIKE BARNEY NISSAN,16 COUNTRYSIDE LANE,WILLIAMSVILLE,mikebarneynissan,mikebarn16countrwilliams
1863,1799994,MIKE SMITH FIRESTONE,2611 Utica Pike,JEFFERSONVILLE,mikesmithfirestone,mikesmit2611uticjefferso
1864,1794298,MIKE WATCHERS USED CARS,637 MINERSVILLE LLEWELLYN HWY,POTTSVILLE,mikewatchersusedcars,mikewatc637minerpottsvil
1865,1797076,MIKE'S AUTO CENTER,2540 LEXINGTON AVE.,MANSFIELD,mikesautocenter,mikesaut2540leximansfiel
1866,2024779,Mike's Automotive,102 N. Chicago,South Milwaukee,mikesautomotive,mikesaut102nchicsouthmil
1867,1799541,MIKE'S CAR CARE CENTER,681 W LIONS CLUB DR.,ROLLA,mikescarcarecenter,mikescar681wlionrolla
1868,1797315,MIKE'S COLLISION & TIRE,107 VAN BUREN ST,KEOSAUQUA,mikescollisiontire,mikescol107vanbukeosauqu
1869,1797024,MIKE'S PLACE,40 TEMPLETON AVE,GREENVILLE,mikesplace,mikespla40templegreenvil
1870,2027299,Mike's Tire,64310 N 26 Road,Bethesda,mikestire,mikestir64310n26bethesda
1871,1796455,MIKE'S TIRE,P O BOX 290206,PHELAN,mikestire,mikestirpobox290phelan
1872,2027082,MIKE'S TIRE DEPOT #1,4160 HWY 278,COVINGTON,mikestiredepot1,mikestir4160hwy2covingto
1873,2027083,MIKE'S TIRE DEPOT #2,1701 HWY 138,WALNUT GROVE,mikestiredepot2,mikestir1701hwy1walnutgr
1874,1796986,MIKE'S TIRE SALES,2051 S. HURON RD.,KAWKAWLIN,mikestiresales,mikestir2051shurkawkawli
1875,1798545,MIKES AUTO CENTER,714 N LINCOLN ST,BRIDGEPORT,mikesautocenter,mikesaut714nlincbridgepo
1876,1801468,MIKES GARAGE INC.,135 MC LINDLER RD,CHAPIN,mikesgarage,mikesgar135mclinchapin
1877,1798169,MIKES TIRE SHOP,428 CUMBERLAND ST,CALDWELL,mikestireshop,mikestir428cumbecaldwell
1878,1794625,Mikes Tires LLC,2989 CHOCTAW RD.,THIBODAUX,mikestires,mikestir2989chocthibodau
1879,1797974,MILAM DISCOUNT TIRE,510 INDEPENDENCE ST,LIBERTY,milamdiscounttire,milamdis510indepliberty
1880,1801408,Miles Farm Supply,2760 KELLER ROAD,OWENSBORO,milesfarmsupply,milesfar2760kellowensbor
1881,1923060,Milford Service Station,1105 Grove Street,Laclede,milfordservicestation,milfords1105grovlaclede
1882,2026868,Milhausen Auto,411 Nelson Blvd.,Montrose,milhausenauto,milhause411nelsomontrose
1883,1798500,MILLER AUTOMOTIVE,P0 B0X 124,MOUNT POCONO,millerautomotive,milleraup0b0x124mountpoc
1884,1799352,MILLER HYUNDAI,41 STILLWATER ROAD,CONKLIN,millerhyundai,millerhy41stillwconklin
1885,1799390,Miller Tire,675 MAIN,SACRAMENTO,millertire,millerti675mainsacramen
1886,1797712,MILLER TIRE,403 FREEPORT STREET,SAXONBURG,millertire,millerti403freepsaxonbur
1887,1800929,MILLER TIRE,2585 OLD BIRMINGHAM HIGHWAY,SYLACAUGA,millertire,millerti2585oldbsylacaug
1888,1794698,MILLER TIRE & AUTO,943 E. SANTEE DRIVE,GREENSBURG,millertireauto,millerti943esantgreensbu
1889,1798506,MILLER TIRE & AUTO,856 BLOOMING GLEN RD.,PERKASIE,millertireauto,millerti856bloomperkasie
1890,1795790,MILLER TIRE COMPANY,844 KENTLAND DRIVE,WAYCROSS,millertire,millerti844kentlwaycross
1891,1794954,Miller's Tire & Auto Care,376 Big Hill Ave.,Richmond,millerstireautocare,millerst376bighirichmond
1892,1797280,MILLIRON AUTO PARTS,2375 SPRINGMILL ROAD,MANSFIELD,millironautoparts,milliron2375sprimansfiel
1893,1795988,MILLS TIRE SERVICE,171 HWY 2 NE,CORINTH,millstireservice,millstir171hwy2ncorinth
1894,1921620,Mineola Tire,324 W Broad Street,Mineola,mineolatire,mineolat324wbroamineola
1895,1921597,Miner's A & B Tire,1400 N. Hwy 71,Mena,minersabtire,minersab1400nhwymena
1896,1793817,MINERAL WELLS NEW AND USED TIRES,PO BOX 296,MINERAL WELLS,mineralwellsnewandusedtires,mineralwpobox296mineralw
1897,1798157,MINOOKA MOTOR SALES,4141  BIRNEY AVE,MOOSIC,minookamotorsales,minookam4141birnmoosic
1898,1794053,MINOR TIRE,3512A  6TH AVENUE S.E.,DECATUR,minortire,minortir3512a6thdecatur
1899,1795990,MIRACLE MOTOR MART,5100 E. MAIN ST.,COLUMBUS,miraclemotormart,miraclem5100emaicolumbus
1900,1798301,MITCHELL AUTO SERVICE,522 N MITCHELL STREET,CADILLAC,mitchellautoservice,mitchell522nmitccadillac
1901,1797416,MITCHELL TIRE SERVICE,303 N 1ST STREET,MEBANE,mitchelltireservice,mitchell303n1stsmebane
1902,1797416,MITCHELL TIRE SERVICE,303 N 1ST STREET,MEBANE,mitchelltireservice,mitchell303n1stsmebane
1903,1798746,MOBILE AUTO RESCUE,1971 SENECA RD. UNIT N,EAGAN,mobileautorescue,mobileau1971seneeagan
1904,1795039,"MODERN REPAIR, LLC",510 HERITAGE DRIVE,SPEARFISH,modernrepair,modernre510heritspearfis
1905,1799484,MOGUL'S TRANSMISSION INC,924 N GRANT AVE,YORK,mogulstransmission,mogulstr924ngranyork
1906,1798099,Mohawk Valley Tire,210 CANAL ST,FORT PLAIN,mohawkvalleytire,mohawkva210canalfortplai
1907,1797011,MOHN'S AUTO SERVICE,710 N. STATE ST.,GIRARD,mohnsautoservice,mohnsaut710nstatgirard
1908,1799318,MOHRS TIRE FARM,1129 WOODLAND DRIVE,MILTON,mohrstirefarm,mohrstir1129woodmilton
1909,1794937,MOLYE CHEVROLET,115 W MAIN STREET,HONEOYE FALLS,molyechevrolet,molyeche115wmainhoneoyef
1910,1800743,MOMENTUM TIRE AND WHEEL INC.,1045 BLOOMFIELD AVE.,WEST CALDWELL,momentumtireandwheel,momentum1045bloowestcald
1911,1796440,MONROE FEED & FARM,4420 BEECH GROVE BOLES RD,TOMPKINSVILLE,monroefeedfarm,monroefe4420beectompkins
1912,1796362,MONROE TIRE,314 MILL ST,WOODSFIELD,monroetire,monroeti314millswoodsfie
1913,1797457,MONROVIA TIRE,511 S. IVY AVE.,MONROVIA,monroviatire,monrovia511sivyamonrovia
1914,1795836,MONTANA TIRE,4760 N. MONTANA,HELENA,montanatire,montanat4760nmonhelena
1915,1798002,Monteith Tire - Goshen,1021 N. GREENE RD.,GOSHEN,monteithtiregoshen,monteith1021ngregoshen
1916,1801092,MONTEITHS BEST ONE TIRE WARSAW,BOX 957,WARSAW,monteithsbestonetirewarsaw,monteithbox957warsaw
1917,1799054,MONTES TIRE SHOP LLC,PO BOX 411,PEARSALL,montestireshop,montestipobox411pearsall
1918,1797080,MONTEVALLO TIRE & ALIGNMENT,PO BOX 693,MONTEVALLO,montevallotirealignment,montevalpobox693monteval
1919,1799983,MONTICELLO EXXON,572 WEST GAINES,MONTICELLO,monticelloexxon,monticel572westgmonticel
1920,1796760,"MOORE & ROBINSON, INC",2000 E 17TH STREET,LITTLE ROCK,moorerobinson,moorerob2000e17tlittlero
1921,2028670,MOORE AUTO WORKS,270 CONFEDERATE AVE,JASPER,mooreautoworks,mooreaut270confejasper
1922,1795135,MOORE TIRE,219 SOUTH BEATON St.,CORSICANA,mooretire,mooretir219southcorsican
1923,1799527,Moore Tire Center,2164 Community Drive,Bath,mooretirecenter,mooretir2164commbath
1924,1799672,MOORE TIRES,2411 ROCK FALLS RD,ROCK FALLS,mooretires,mooretir2411rockrockfall
1925,1799152,MORGAN TIRE CENTER,PO BOX 709,WEST LIBERTY,morgantirecenter,morgantipobox709westlibe
1926,1796037,MORGAN'S AUTO CARE CENTER,PO BOX 1241,WHITNEY,morgansautocarecenter,morgansapobox124whitney
1927,1798729,MORRIS BROS AUTO LLC,496 BUTLER ROAD,KITTANNING,morrisbrosauto,morrisbr496butlekittanni
1928,1797994,MOTORWORLD AUTOMOTIVE GROUP,150 MOTORWORLD DRIVE,WILKES BARRE,motorworldautomotivegroup,motorwor150motorwilkesba
1929,2028028,MOUND CITY TIRE & AUTO,34 SOUTH 2ND STREET,NEWARD,moundcitytireauto,moundcit34south2neward
1930,1794527,MOUNTAIN STATE TIRE SERVICE,PO BOX 1300,CHAPMANVILLE,mountainstatetireservice,mountainpobox130chapmanv
1931,1798927,MOUNTAIN VIEW COOP,110 MAIN ST WEST,DUTTON,mountainviewcoop,mountain110mainsdutton
1932,1798384,"MR & MRS TIRE OF WEST LAFAYETTE, INC.",2514 REDFREE DR,WEST LAFAYETTE,mrmrstireofwestlafayette,mrmrstir2514redfwestlafa
1933,1796278,MR FOX TIRE CO,1035 WILLIAM STREET,BUFFALO,mrfoxtire,mrfoxtir1035willbuffalo
1934,1796456,Mr Muffler,1108 East Main Street,Carmi,mrmuffler,mrmuffle1108eastcarmi
1935,1795841,Mr. Gees,P.O. BOX 348,GOFFSTOWN,mrgees,mrgeespobox348goffstow
1936,1921344,Mr. Tire,801 Kitty Street,Trenton,mrtire,mrtire801kittytrenton
1937,1796996,Mr. Tire Company,P O BOX 72,Thomaston,mrtire,mrtirecopobox72thomasto
1938,1801091,MT. BETHEL AUTO SUPPLY,4 MT. BETHEL PLAZA,MT. BETHEL,mtbethelautosupply,mtbethel4mtbethemtbethel
1939,1797874,"MUELLER'S TIRE SERVICE, INC.",506 S. FOURTH ST.,STE. GENEVIEVE,muellerstireservice,muellers506sfourstegenev
1940,1800843,"Muffler & Tire Center, Inc.",26 NORTH 6TH STREET,ZANESVILLE,mufflertirecenter,mufflert26north6zanesvil
1941,1799742,MUFFLER DOCTOR,102 FAIRBANKS,MARINE CITY,mufflerdoctor,mufflerd102fairbmarineci
1942,1922582,Muffler Masters,2205 S Cannon Blvd,Kannapolis,mufflermasters,mufflerm2205scankannapol
1943,1888357,Muleshoe Tire DBA Tireworks,220 E American Blvd.,Muleshoe,muleshoetiredbatireworks,muleshoe220eamermuleshoe
1944,2020768,MULETOWN TIRE,9749 STATE ROUTE 335,MINFORD,muletowntire,muletown9749statminford
1945,1799906,MUNFORD TIRE & BRAKE,516 MUNFORD AVE,MUNFORD,munfordtirebrake,munfordt516munfomunford
1946,2025318,Murante Auto Repair,128 West Beil Ave,Nazareth,muranteautorepair,murantea128westbnazareth
1947,1800210,MURDOCKS PRE-OWNED AUTO SALES,PO BOX 444,CLENDENIN,murdockspreownedautosales,murdockspobox444clendeni
1948,1795356,"MURPHYS SERVICE CENTER, INC.",3501 29TH AVE NE,ST. ANTHONY,murphysservicecenter,murphyss350129thstanthon
1949,1798057,MURRAY AUTOMOTIVE,1731 A DOUTHIT CT,POWHATAN,murrayautomotive,murrayau1731adoupowhatan
1950,1798057,MURRAY AUTOMOTIVE,1731 A DOUTHIT CT,POWHATAN,murrayautomotive,murrayau1731adoupowhatan
1951,1796900,Musics Auto Center,305 EAST BROAD STREET,PALMYRA,musicsautocenter,musicsau305eastbpalmyra
1952,1799687,MUSSERS SERVICE,106 S. MAIN STREET,NASHVILLE,mussersservice,musserss106smainnashvill
1953,1797506,MY TECH TIRE & AUTOMOTIVE,41670 WINCHESTER RD.,TEMECULA,mytechtireautomotive,mytechti41670wintemecula
1954,1795378,"MY TIRE GUYS, INC",3451 N. 1200 E,LEHI,mytireguys,mytiregu3451n120lehi
1955,1795762,My Tire Place MN LLC DBA Duluth Tire,2802 W. SUPERIOR ST.,DULUTH,mytireplacemnllcdbaduluthtire,mytirepl2802wsupduluth
1956,1903854,MYERS TIRE & SERVICE,489 MAIN ST,RIMERSBURG,myerstireservice,myerstir489mainsrimersbu
1957,1794595,MYSONS TIRE 2,1200 S. GUIGNARD DRIVE,SUMTER,mysonstire2,mysonsti1200sguisumter
1958,1794856,MYSONS TIRE SALES 1 LLC,3272 BROAD STREET,SUMTER,mysonstiresales1,mysonsti3272broasumter
1959,1982246,Nalley Tire & Auto,4925 William Flynn Highway,Allison Park,nalleytireauto,nalleyti4925willallisonp
1960,1797049,NANDO'S TIRES,1224 SOUTH 20TH ST.,OMAHA,nandostires,nandosti1224soutomaha
1961,1797527,NAPA TIRE AND AUTO SUPPLY,900 W. CAMERON AVE.,ROCKDALE,napatireandautosupply,napatire900wcamerockdale
1962,1798277,NAPIER'S CHEVRON,502 EAST MAIN STREET,SCOTTSVILLE,napierschevron,napiersc502eastmscottsvi
1963,1799575,NASSAR TIRE,4679 HIGHWAY W,HOUSE SPRINGS,nassartire,nassarti4679highhousespr
1964,1940846,Nathan's Tire Service,1119 E Buchanan st.,California,nathanstireservice,nathanst1119ebuccaliforn
1965,1801010,"NATHANS AUTOMOTIVE, INC",628 N Main St,NOBLE,nathansautomotive,nathansa628nmainnoble
1966,1794744,National Discount Tire 1,2018 Ambassador Caffery Parky,Lafayette,nationaldiscounttire1,national2018ambalafayett
1967,1797851,National Discount Tire 2,1008 ALBERTSON PARKWAY,BROUSSARD,nationaldiscounttire2,national1008albebroussar
1968,1798422,NATIONAL TIRE AND WHEEL,5 GARDEN COURT,WHEELING,nationaltireandwheel,national5gardencwheeling
1969,1799290,NATIONAL TIRE WAREHOUSE LLC,2338 BROAD STREET,FRANKFORT,nationaltirewarehouse,national2338broafrankfor
1970,1798330,NATIONWIDE AUTO SERVICE,5555 BROOKPARK ROAD,Parma,nationwideautoservice,nationwi5555brooparma
1971,1794451,NEDOLAST MOTORS,7625 SR 103,PLYMOUTH,nedolastmotors,nedolast7625sr10plymouth
1972,2027117,"Nekoosa Car Care, LLC",728 Market Street,Nekoosa,nekoosacarcare,nekoosac728markenekoosa
1973,1800675,NELSON EXXON,P O BOX 1451,TROUT CREEK,nelsonexxon,nelsonexpobox145troutcre
1974,1796472,Nesters Store,13055 DANVILLE PIKE,LAUREL FORK,nestersstore,nesterss13055danlaurelfo
1975,1796472,Nesters Store,13055 DANVILLE PIKE,LAUREL FORK,nestersstore,nesterss13055danlaurelfo
1976,1797263,New England Truck Tire,38 Rainbow Lane,Sanford,newenglandtrucktire,newengla38rainbosanford
1977,1795197,NEW RIDE AUTO DETAIL & TIRE SERVICE LLC,1106 TARBY ROAD,POTEAU,newrideautodetailtireservice,newridea1106tarbpoteau
1978,1795215,NEWBRIDGE TIRE CENTER,1475 MERRIMON AVENUE,ASHEVILLE,newbridgetirecenter,newbridg1475merrashevill
1979,1796320,NEWBURY TIRE CO.,10669 Kinsman Road,NEWBURY,newburytire,newburyt10669kinnewbury
1980,1799463,NEWELL SERVICE CENTER,P O BOX 32,NEWELL,newellservicecenter,newellsepobox32newell
1981,1794295,NEWTON TIRE,1907 E MAIN ST,RUSSELLVILLE,newtontire,newtonti1907emairussellv
1982,1797772,NEWTONS SERVICE AND PARTS,601 N MAIN,COLUMBIANA,newtonsserviceandparts,newtonss601nmaincolumbia
1983,1798777,NEXTECH AUTO,51 LOESER AVE,SOMERVILLE,nextechauto,nextecha51loesersomervil
1984,1801448,NICELYS KWIK LUBE,615 MAIN ST,CLIFTON FORGE,nicelyskwiklube,nicelysk615mainscliftonf
1985,1801448,NICELYS KWIK LUBE,615 MAIN ST,CLIFTON FORGE,nicelyskwiklube,nicelysk615mainscliftonf
1986,1795521,NICHOLS BROS EXHAUST,145 PARKVIEW ROAD NORTHEAST,FLOYD,nicholsbrosexhaust,nicholsb145parkvfloyd
1987,1795521,NICHOLS BROS EXHAUST,145 PARKVIEW ROAD NORTHEAST,FLOYD,nicholsbrosexhaust,nicholsb145parkvfloyd
1988,1793979,Nicholson Tire Service,P0 B0X 381,NICHOLSON,nicholsontireservice,nicholsop0b0x381nicholso
1989,1795591,NICKYS TIRE & AUTO,PO BOX 274,COLT,nickystireauto,nickystipobox274colt
1990,1795014,Niedermier Sunoco,100 East Mansfield Street,New Washington,niedermiersunoco,niedermi100eastmnewwashi
1991,1793700,NIMNICHT CHEVROLET,4396 BLAKELEY CT,JACKSONVILLE,nimnichtchevrolet,nimnicht4396blakjacksonv
1992,1794640,NINETY SIX TIRE & OIL,129 E. MAIN ST.,NINETY SIX,ninetysixtireoil,ninetysi129emainninetysi
1993,1796877,NITRO AUTO AND TIRE SERVICE LLC,211 MICHIGAN AVE,NITRO,nitroautoandtireservice,nitroaut211michinitro
1994,1796126,NIX TIRE LLC.,833 NORTH MAIN STREET,WOODRUFF,nixtirellc,nixtirel833northwoodruff
1995,2025123,NKP Tire and Service,1197 N Lincoln Rd,Rockville,nkptireandservice,nkptirea1197nlinrockvill
1996,1798155,"NO LIMIT, INC.",6503 BELAIR RD,BALTIMORE,nolimit,nolimiti6503belabaltimor
1997,1797714,NOBLE CO TIRE,960 W NORTH STREET,KENDALLVILLE,noblecotire,noblecot960wnortkendallv
1998,1801235,NORCO SPEEDY TIRE,3633 NORTH POLE LANE,RIVERSIDE,norcospeedytire,norcospe3633nortriversid
1999,1794480,NORTH COAST USED TIRE CENTER,5784 NORTH RIDGE RD,MADISON,northcoastusedtirecenter,northcoa5784nortmadison
2000,1798391,NORTH COUNTRY OIL CHANGE & REPAIR,120 MARKET STREET,POTSDAM,northcountryoilchangerepair,northcou120markepotsdam
2001,1800624,North Michigan Tire,1400 N. FANCHER ST.,MT. PLEASANT,northmichigantire,northmic1400nfanmtpleasa
2002,1936696,Northeast Imports,1173 Winola Road,Clarks Summit,northeastimports,northeas1173winoclarkssu
2003,1798210,NORTHERN AUTO & TIRE,10155 HONOR HWY.,HONOR,northernautotire,northern10155honhonor
2004,1799708,NORTHFIELD TIRE,10256 NORTHFIELD RD,NORTHFIELD,northfieldtire,northfie10256nornorthfie
2005,1795886,NORTHRIDGE AUTOMOTIVE,P0 B0X 116,HAMLIN,northridgeautomotive,northridp0b0x116hamlin
2006,1796532,NORTHRIDGE AUTOMOTIVE,3059 SWEDEN WALKER ROAD,BROCKPORT,northridgeautomotive,northrid3059swedbrockpor
2007,1799505,NORTHRIDGE AUTOMOTIVE INC,5445 N. RIDGE RD,MADISON,northridgeautomotive,northrid5445nridmadison
2008,1798593,NORTHSIDE AUTO PARTS,1219 N 5TH STREET,HARTSVILLE,northsideautoparts,northsid1219n5thhartsvil
2009,1797394,NORTHSIDE AUTOMOTIVE,721 HARRY L DRIVE,JOHNSON CITY,northsideautomotive,northsid721harryjohnsonc
2010,1795060,Northtown Auto Service & Tire Center,3800 MCCULLOM LAKE RD.,MCHENRY,northtownautoservicetirecenter,northtow3800mccumchenry
2011,1795877,NORTHTOWN CHRYSLER JEEP DODGE,1135 MILLERSPORT HHWY,AMHERST,northtownchryslerjeepdodge,northtow1135millamherst
2012,1797403,Northtown Hyundai,1135 MILLERSPORT HWY,AMHERST,northtownhyundai,northtow1135millamherst
2013,1898417,Northtown Kia,3900 Sheridan Drive,Amherst,northtownkia,northtow3900sheramherst
2014,1796314,NORTHTOWN LEXUS,1135 MILLERSPORT HWY,AMHERST,northtownlexus,northtow1135millamherst
2015,1898463,Northtown Mazda,3920 Sheridan Drive,Amherst,northtownmazda,northtow3920sheramherst
2016,1801293,NORTHTOWN TOYOTA,1135 MILLERSPORT HWY,AMHERST,northtowntoyota,northtow1135millamherst
2017,1801292,Northtown World Auto,1135 MILLERSPORT HWY,AMHERST,northtownworldauto,northtow1135millamherst
2018,2029931,Northwest Auto & ATV Repair,461 A Etheridge St,Canal Fulton,northwestautoatvrepair,northwes461aethecanalful
2019,1793933,northwest tire,1265 US RT 6,BRADNER,northwesttire,northwes1265usrtbradner
2020,1793684,Norvell By Victoria,18115 HIGHWAY 69,JASPER,norvellbyvictoria,norvellb18115higjasper
2021,1932284,Nunns Tires & Oil,633 MAIN ST,Munfordville,nunnstiresoil,nunnstir633mainsmunfordv
2022,1794607,NUTTALL TIRE & BATTERY,2405 MILLWOOD AVE,COLUMBIA,nuttalltirebattery,nuttallt2405millcolumbia
2023,1798901,O K Tire,PO BOX 1013,WINNEMUCCA,oktire,oktirepobox101winnemuc
2024,1795976,O K Tire,1358 STATE ROUTE 22 NORTHWEST,WASHINGTON COURT HOUSE,oktire,oktire1358statwashingt
2025,1799528,O'BIERS TIRE & AUTO,19085 KINGS HWY,MONTROSS,obierstireauto,obiersti19085kinmontross
2026,1799528,O'BIERS TIRE & AUTO,19085 KINGS HWY,MONTROSS,obierstireauto,obiersti19085kinmontross
2027,2015277,O'NEILS AUTO REPAIR,549 GEORGES-FAIRCHANCE RD,UNIONTOWN,oneilsautorepair,oneilsau549georguniontow
2028,1795143,Oakies Tire,800 WEST WARREN STREET,SHELBY,oakiestire,oakiesti800westwshelby
2029,1794705,OAKLEY TIRE STORE,1502 W MOORE AVE,TERRELL,oakleytirestore,oakleyti1502wmooterrell
2030,1799001,OAKWOOD TIRE CO LLC,17580 N 450 E RD,FITHIAN,oakwoodtireco,oakwoodt17580n45fithian
2031,2020532,OCOEE TIRE & SERVICE,401 FRANKLIN STREET,OCOEE,ocoeetireservice,ocoeetir401frankocoee
2032,1797847,OFE OIL INC,214 CHICAGO AVE.,PLATTSMOUTH,ofeoil,ofeoilin214chicaplattsmo
2033,1797186,OFF ROAD CONNECTION,840 Batesville Blvd,Batesville,offroadconnection,offroadc840batesbatesvil
2034,1799140,OFFICIAL 9TH STREET TIRE,2185 ROUTE 611,SWIFTWATER,official9thstreettire,official2185routswiftwat
2035,1799286,Oil CIty Automotive,4 Relief Street,Oil City,oilcityautomotive,oilcitya4reliefsoilcity
2036,1794523,OK TIRE,10636 CHICAGO DR.,ZEELAND,oktire,oktire10636chizeeland
2037,1935813,OK Tire,1808 W Wyatt Earp Blvd.,Dodge City,oktire,oktire1808wwyadodgecit
2038,1793849,OK TIRE & AUTO,621 SOUTH STATE STREET,CLARKS SUMMIT,oktireauto,oktireau621southclarkssu
2039,1799503,OK TIRE & AUTO,801 NORTH 1ST STREET,MCALESTER,oktireauto,oktireau801northmcaleste
2040,1796281,OK TIRE OF HOPEWELL,2500 OAKLAWN BLVD.,HOPEWELL,oktireofhopewell,oktireof2500oaklhopewell
2041,1796281,OK TIRE OF HOPEWELL,2500 OAKLAWN BLVD.,HOPEWELL,oktireofhopewell,oktireof2500oaklhopewell
2042,1800633,OK TIRE WAREHOUSE,PO BOX 507,WINCHESTER,oktirewarehouse,oktirewapobox507winchest
2043,1800013,OKEMAH TIRE & AUTO,321 WEST COLUMBIA,OKEMAH,okemahtireauto,okemahti321westcokemah
2044,1796813,OLD JOES SERVICE CENTER,P O BOX 294,FACTORYVILLE,oldjoesservicecenter,oldjoesspobox294factoryv
2045,1801381,OLDHAMS AUTOMOTIVE SERVICE,322 STATE ROAD 16,ST. AUGUSTINE,oldhamsautomotiveservice,oldhamsa322statestaugust
2046,1795105,Olean Class Cars,1207 WEST STATE STREET,OLEAN,oleanclasscars,oleancla1207westolean
2047,1796457,OLIVER'S AUTO SALES,1140 HWY 98E,MCCOMB,oliversautosales,oliversa1140hwy9mccomb
2048,1799984,OLYMPIC TIRE & WHEEL,494 MIDDLE RD,HAZLET,olympictirewheel,olympict494middlhazlet
2049,2027080,OLYMPIC TIRES,2360 WALL ST,CONYERS,olympictires,olympict2360wallconyers
2050,1797446,ON CALL TIRE,11 EAST PAPAYA COVE,CONWAY,oncalltire,oncallti11eastpaconway
2051,1797829,ON THE GO QUIK LUBE,3716 FALLSTON ROAD,SHELBY,onthegoquiklube,onthegoq3716fallshelby
2052,1798761,OPTIMUS TIRE AND ALIGNMENT,12500 MAGNOLIA AVE.,RIVERSIDE,optimustireandalignment,optimust12500magriversid
2053,1798190,ORANGE SUPERIOR TIRE SERVICE,1213 NORTH 16TH STREET,ORANGE,orangesuperiortireservice,orangesu1213nortorange
2054,1798029,ORANGETIRE,160 CAROLINE ST,ORANGE,orangetire,orangeti160carolorange
2055,1800925,OSBURN TIRE & AUTOMOTIVE,359 Amboy Rd,CONNEAUT,osburntireautomotive,osburnti359amboyconneaut
2056,1801451,OSTLUND'S MARINE GARAGE,180 JUDD ST.,MARINE ON SAINT CROIX,ostlundsmarinegarage,ostlunds180juddsmarineon
2057,1795960,OSWALT THOMAS SALES & SERVICE,160 W. CANAL,WABASH,oswaltthomassalesservice,oswaltth160wcanawabash
2058,1799317,OSWEGO AUTO & TRUCK,354 EAST AVE,OSWEGO,oswegoautotruck,oswegoau354eastaoswego
2059,1794520,OSYKA TIRE,105 LIBERTY ST,OSYKA,osykatire,osykatir105liberosyka
2060,1796922,"OTEGO TIRE & AUTO, LLC",339 COUNTY HIGHWAY 48,OTEGO,otegotireauto,otegotir339countotego
2061,1797301,OUTDOOR POWER EQUIPMENT OF COLUMBIA,PO BOX 159,GASTON,outdoorpowerequipmentofcolumbia,outdoorppobox159gaston
2062,1798750,OWENS TOWING,509 Highway 28 W,BELLE,owenstowing,owenstow509highwbelle
2063,1794740,Oxford A-1,208 RT 31,OXFORD,oxforda1,oxforda1208rt31oxford
2064,1799073,OXFORD AUTO & TIRE,215 STATE ROUTE 31 SOUTH,WASHINGTON,oxfordautotire,oxfordau215statewashingt
2065,1801023,OXFORD TIRE INC,2601 W OXFORD LOOP,OXFORD,oxfordtire,oxfordti2601woxfoxford
2066,1797329,OXFORD TIRE LLC,109 E. PARK,TONKAWA,oxfordtire,oxfordti109eparktonkawa
