,Id,Name,Address1,City,Clean Name,Report,Key
3492,2015834,all indoor used auto parts inc.,325 west bacon st.,palo alto,kenstire,Performance,allindoo325westbpaloalto
3493,2015835,ken's tire inc,200 pottsville street,cressona,bestautoservicecenter,Performance,kenstire200pottscressona
3494,2015836,"best auto service center, inc",2945 route 611,tannersville,downtownautocenter,Performance,bestauto2945routtannersv
3495,2015837,downtown auto center,p0 b0x 721,wyalusing,schadelsservicestation,Performance,downtownp0b0x721wyalusin
3496,2015838,schadel's service station,1473 state route 147,dalmatia,trygarsautocenter,Performance,schadels1473statdalmatia
3497,2015839,trygars auto center,p0 b0x 775,moscow,afterhourtire,Performance,trygarsap0b0x775moscow
3498,2015840,after hour tire,60 orchard rd,great bend,servicegaragellc,Performance,afterhou60orchargreatben
3499,2015841,"servicegarage,llc",po box 83,renovo,nicholsontireservice,Performance,servicegpobox83renovo
3500,2015842,nicholson tire service,p0 b0x 381,nicholson,sbdenterprisedbasafetylaneandcarcarecenter,Performance,nicholsop0b0x381nicholso
3501,2015843,sbd enterprise dba safety lane and car care center,410 mark twain ave,hannibal,johnsfirestone,Performance,sbdenter410markthannibal
3502,2015844,johns firestone,205 w 10 th street,rolla,mutruxautomotive,Performance,johnsfir205w10throlla
3503,2015845,mutrux automotive,2100 w. rollins,columbia,slusherfarmhome,Performance,mutruxau2100wrolcolumbia
3504,2015846,slusher farm & home,1035 s. main st.,sikeston,samsservicecenter,Performance,slusherf1035smaisikeston
3505,2015847,sam's service center,355 s. main,ironton,boonesservicecustomexhaust,Performance,samsserv355smainironton
3506,2015848,boones service & custom exhaust,110 w walsh st,montgomery city,mobiletireexpert,Performance,boonesse110wwalsmontgome
3507,2015849,mobile tire expert llc,7925 old bass road,eugene,lewissons,Performance,mobileti7925oldbeugene
3508,2015850,"lewis & sons, inc.",p0 b0x 389,licking,4wheelpartsplus,Performance,lewissonp0b0x389licking
3509,2015851,4-wheel parts plus,1005 big horn drive,jefferson city,schilbystiresandwheels,Performance,4wheelpa1005bighjefferso
3510,2015852,schilbys tires and wheels,1208 business loop 70e,columbia,snellermidmoautorepair,Performance,schilbys1208busicolumbia
3511,2015853,sneller mid mo auto repair,500 hunter lane,holts summit,ddtireservicecenter,Performance,snellerm500hunteholtssum
3512,2015854,d & d tire & service center,hwy 142 east at city limits,doniphan,aetire,Performance,ddtiresehwy142eadoniphan
3513,2015855,a & e tire,1905 state rd 14 e,rochester,hedmantireandautorepair,Performance,aetire1905statrocheste
3514,2015856,hedman tire and auto repair,135 north lafayette blvd,south bend,plymouthtireservice,Performance,hedmanti135northsouthben
3515,2015857,plymouth tire & service,2150 n. oak rd,plymouth,jenkinsservicetires,Performance,plymouth2150noakplymouth
3516,2015858,jenkins service & tires,1024 south us 35,winamac,hometowntirepros,Performance,jenkinss1024soutwinamac
3517,2015859,hometown tire pros,1021 mechem drive,ruidoso,cunicotirecompany,Performance,hometown1021mechruidoso
3518,2015860,cunico tire company inc,1042 south 2nd st,raton,snowderalignmenttires,Performance,cunicoti1042soutraton
3519,2015861,snowder alignment & tires,503 old route 66,canute,wallswheelalignment,Performance,snowdera503oldrocanute
3520,2015862,wall's wheel alignment,p0 b0x 26,rattan,270tireauto,Performance,wallswhep0b0x26rattan
3521,2015863,"270 tire & auto, llc",820 northwest hwy 270,seiling,casteelstire,Performance,270tirea820northseiling
3522,2015864,casteel's tire,614 w. main st.,durant,mcnuttusedcarsaccessories,Performance,casteels614wmaindurant
3523,2015865,mcnutt used cars & accessories,308 e. lafayette,colgate,clarktire,Performance,mcnuttus308elafacolgate
3524,2015866,clark tire,p0 b0x 222,shattuck,mrautomotiveservicecenter,Performance,clarktirp0b0x222shattuck
3525,2015867,m&r automotive service center,5461 morgan view road,geneseo,vanhyningsservice,Performance,mrautomo5461morggeneseo
3526,2015868,vanhynings service,89 franklin st,dansville,sloattireshop,Performance,vanhynin89frankldansvill
3527,2015869,sloat tire shop,5257 clinton street rd,batavia,northgreeceautomotive,Performance,sloattir5257clinbatavia
3528,2015870,north greece automotive,3564 latta road,rochester,caledoniagarage,Performance,northgre3564lattrocheste
3529,2015872,caledonia garage inc,2792 west main st,caledonia,independencecarcarcenter,Performance,caledoni2792westcaledoni
3530,2015873,independence car car center,507 west ridge,rochester,dkautobody,Performance,independ507westrrocheste
3531,2015874,dk auto body llc,338 childs street,albion,affordableautomotive,Performance,dkautobo338childalbion
3532,2015875,affordable automotive,34 e chesnut street,andover,vanbortelsubaru,Performance,affordab34echesnandover
3533,2015876,van bortel subaru,6327 state route 96,victor,lakesideauto,Performance,vanborte6327statvictor
3534,2015877,lakeside auto,70697 hillside ct,romeo,midasautorepairandtirecenter,Performance,lakeside70697hilromeo
3535,2015878,midas auto repair and tire center,41300 garfield,clinton township,vanstirecenter,Performance,midasaut41300garclintont
3536,2015879,van's tire center,67919 gleason street,richmond,braunllcdbatuffytireautoservice,Performance,vanstire67919glerichmond
3537,2015880,braun llc dba tuffy tire & auto service,19535 15 mile rd,clinton twp,ejsautoservice,Performance,braunllc1953515mclintont
3538,2015881,ej's auto service,44880 heydenreich,clinton twp,shelbyautomotive,Performance,ejsautos44880heyclintont
3539,2015882,shelby automotive,47181 ryan rd,shelby township,sterlingcarcaremetro,Performance,shelbyau47181ryashelbyto
3540,2015883,sterling car care - metro,6331 metro pkwy,sterling heights,triactionauto,Performance,sterling6331metrsterling
3541,2015884,tri action auto,50002 gratiot avenue,chesterfield,thorntontireandautoservicellc,Performance,triactio50002grachesterf
3542,2015885,"thornton tire and auto service, llc.",5724 terry rd.,byram,big10tire,Performance,thornton5724terrbyram
3543,2015886,big 10 tire company,4410 highway 80 e,pearl,billsdiscountwheeltire,Performance,big10tir4410highpearl
3544,2015887,bills discount wheel & tire,808 w 63rd st,hattiesburg,glennstiresales,Performance,billsdis808w63rdhattiesb
3545,2015888,glenns tire sales,po box 970,monticello,blalocksbodyshop,Performance,glennstipobox970monticel
3546,2015889,blalock's body shop inc,5049 m s hwy 24,liberty,freemanstire,Performance,blalocks5049mshwliberty
3547,2015890,freemans tire,po box 355,liberty,maywreckerservice,Performance,freemanspobox355liberty
3548,2015891,may wrecker service llc,8770 eastside dr.,newton,tiresplus,Performance,maywreck8770eastnewton
3549,2015892,"tires plus, inc",p0 b0x 249,purvis,petepatricktireserviceinc,Performance,tiresplup0b0x249purvis
3550,2015893,"pete patrick tire service,inc.",200 value park drive,brandon,stanleytireandauto,Performance,petepatr200valuebrandon
3551,2015894,stanley tire and auto,237 a caldwell dr.,hazlehurst,obieschevron,Performance,stanleyt237acaldhazlehur
3552,2015895,obie's chevron,600 hwy 80 west,clinton,49tire,Performance,obiesche600hwy80clinton
3553,2015896,49 tire,1186 hwy 49 s,richland,northerntireofcolebrookinc,Performance,49tire1186hwy4richland
3554,2015898,"northern tire of colebrook inc,",9 laperle drive,colebrook,donsautorepair,Performance,northern9laperlecolebroo
3555,2015899,dons auto repair,406 route 25c,piermont,freedomtire,Performance,donsauto406routepiermont
3556,2015900,freedom tire,37 westville rd,plaistow,autoshopservices,Performance,freedomt37westviplaistow
3557,2015901,autoshop services,181 rockingham road,derry,motorsprottireautorepaircenter,Performance,autoshop181rockiderry
3558,2015902,motor-sprot tire & auto repair center,3 tinkham ave,derry,gendronfisherautomotive,Performance,motorspr3tinkhamderry
3559,2015904,gendron-fisher automotive,106 high st,alstead,irenehometownservice,Performance,gendronf106highsalstead
3560,2015905,irene hometown service,140 east main street,irene,tiremotiveservicecenter,Performance,irenehom140eastmirene
3561,2015906,tire motive service center,131 n marion rd,sioux falls,airwayservice,Performance,tiremoti131nmarisiouxfal
3562,2015907,airway service inc,2110 n westport,sioux falls,atireandautocenter,Performance,airwayse2110nwessiouxfal
3563,2015908,a tire and auto center,628 w 2nd st,redfield,schubauertireandlube,Performance,atireand628w2ndsredfield
3564,2015909,schubauer tire and lube,718 candice st.,valentine,saarieautobodyandrepair,Performance,schubaue718candivalentin
3565,2015910,saarie auto body and repair,605 n county rd,freeman,walkertownserviccenter,Performance,saarieau605ncounfreeman
3566,2015912,walkertown servic center,2008 north main street,hazard,crowetirebatteryservices,Performance,walkerto2008northazard
3567,2015913,crowe tire & battery services,1640 n. main st,hazard,binghamtireandoil,Performance,crowetir1640nmaihazard
3568,2015914,bingham tire and oil inc,561 south us hwy 25e,barbourville,maverickstiredepot,Performance,binghamt561southbarbourv
3569,2015915,maverick's tire depot,6269 hwy 119 n,whitesburg,jimmystirelubetirecenter,Performance,maverick6269hwy1whitesbu
3570,2015916,jimmys tire & lube tire center inc.,6020 winchester rd,clay city,jacksonservicecenter,Performance,jimmysti6020wincclaycity
3571,2015917,jackson service center,162 town hill road,jackson,allanstire,Performance,jacksons162townhjackson
3572,2015918,allan's tire,2618 hwy 460 w,west liberty,ithacaautoservice,Performance,allansti2618hwy4westlibe
3573,2015920,ithaca auto service,618 elmira road s1,ithaca,huntsautoservice,Performance,ithacaau618elmirithaca
3574,2015921,hunts auto service inc.,225 gimier rd.,itthaca,ranersauto,Performance,huntsaut225gimieitthaca
3575,2015922,raners auto,50 n main st,prattsburg,eastmadisontoyota,Performance,ranersau50nmainsprattsbu
3576,2015923,east madison toyota,4615 willow st,morrisonville,mytires,Performance,eastmadi4615willmorrison
3577,2015924,my tires inc.,5601 county d,platteville,christenbrothersservice,Performance,mytiresi5601counplattevi
3578,2015925,christen brothers service llp,55 bowlavard ave,belleville,bindltireauto,Performance,christen55bowlavbellevil
3579,2015926,bindl tire & auto ltd,243 east court st.,richland center,beelinealignment,Performance,bindltir243eastcrichland
3580,2015927,beeline alignment,202 water st,janesville,lukesautorepair,Performance,beelinea202waterjanesvil
3581,2015928,luke's auto repair llc,146 mason st.,onalaska,davidscertifiedautorepair,Performance,lukesaut146masononalaska
3582,2015929,"david's certified auto repair, llc",351 covington trail,sun prairie,hjautosalesandservice,Performance,davidsce351covinsunprair
3583,2015930,h & j auto sales and service,406 w high street,milton,arnesonsservicerepair,Performance,hjautosa406whighmilton
3584,2015931,arnesons service & repair llc,s6924 sandusky rd,hillpoint,superquickautomotive,Performance,arnesonss6924sanhillpoin
3585,2015932,super quick automotive inc.,194 east dekalb pike #a,king of prussia,bradleytire,Performance,superqui194eastdkingofpr
3586,2015933,bradley tire,3000 e high st,pottstown,adamstireservice,Performance,bradleyt3000ehigpottstow
3587,2015934,adams tire service,1350 allegheny ave,reading,parkmanorautomotive,Performance,adamstir1350allereading
3588,2015935,park manor automotive,1185 bulldog dr,allentown,chrishuntersautorepair,Performance,parkmano1185bullallentow
3589,2015938,chris hunters auto repair inc.,612 south ave.,secane,tenthstreettire,Performance,chrishun612southsecane
3590,2015939,tenth street tire,25 north tenth street,easton,armautomotive,Performance,tenthstr25northteaston
3591,2015940,arm automotive llc,911 lower south main street,bangor,cardoc,Performance,armautom911lowerbangor
3592,2015941,car-doc,4982 e valley dr,walnutport,mclenaghantire,Performance,cardoc4982evalwalnutpo
3593,2015942,mclenaghan tire inc.,300 beechtree drive,broomall,austinsautoservice,Performance,mclenagh300beechbroomall
3594,2015943,austin's auto service,1843 west broad st.,bethlehem,faulknerchevroletcadillac,Performance,austinsa1843westbethlehe
3595,2015944,"faulkner chevrolet, cadillac",po box 1368,bethlehem,adamstirealignment,Performance,faulknerpobox136bethlehe
3596,2015945,adams tire & alignment,284 barnsley road,oxford,gregsautotireservices,Performance,adamstir284barnsoxford
3597,2015946,greg's auto & tire services inc.,15 south 10th st.,emmaus,bobbystevesautoworld,Performance,gregsaut15south1emmaus
3598,2015947,bobby & steve's auto world,8100 flying cloud drive,eden prairie,tuffyautoservice,Performance,bobbyste8100flyiedenprai
3599,2015948,tuffy auto service,579 buena park dr.,delaware,valentinocarcare,Performance,tuffyaut579buenadelaware
3600,2015949,valentino car care,1766 w fifth avenue,columbus,tiltonsautomotiveservice,Performance,valentin1766wfifcolumbus
3601,2015950,tiltons automotive service,6661 huntley road,columbus,aaaohioautoclub,Performance,tiltonsa6661huntcolumbus
3602,2015951,aaa ohio auto club,2400 sobeck road,colubmus,donwood,Performance,aaaohioa2400sobecolubmus
3603,2015952,don wood inc,900 east state street,athens,menullautomotivellcdbaschrockautomotive,Performance,donwoodi900eastsathens
3604,2015955,m e null automotive llc dba schrock automotive,222 s jefferson avenue,plain city,mcduffeetireservice,Performance,menullau222sjeffplaincit
3605,2015956,mcduffee tire service,661 thompson ln,nashville,deanoil,Performance,mcduffee661thompnashvill
3606,2015957,dean oil company,104 11th ave. east,springfield,ralphstires,Performance,deanoilc10411thaspringfi
3607,2015959,ralphs tires inc.,7499 s. division avenue,grand rapids,gooddealtire,Performance,ralphsti7499sdivgrandrap
3608,2015960,good deal tire co.,1198 chicago dr,jenison,midwesttire,Performance,gooddeal1198chicjenison
3609,2015961,midwest tire co.,3215 28th st. sw,grandville,dorrstandardservice,Performance,midwestt321528thgrandvil
3610,2015962,dorr standard service,1831 142nd ave,dorr,oktire,Performance,dorrstan1831142ndorr
3611,2015963,ok tire,10636 chicago dr.,zeeland,meckfesseltireandauto,Performance,oktire10636chizeeland
3612,2015964,meckfessel tire and auto,415 w main street,belleville,mstire,Performance,meckfess415wmainbellevil
3613,2015965,m&s tire,po box 401,grayville,albiontire,Performance,mstirepobox401grayvill
3614,2015966,albion tire,421 e elm street,albion,bestonetireserviceofmarion,Performance,albionti421eelmsalbion
3615,2015967,"best one tire & service of marion, inc",1001 n. court,marion,greatwesterntire,Performance,bestonet1001ncoumarion
3616,2015968,great western tire,200 w frontview,dodge city,melstire,Performance,greatwes200wfrondodgecit
3617,2015969,mels tire,915 graham st,emporia,trousdaleparts,Performance,melstire915grahaemporia
3618,2015970,trousdale parts,194 s main,trousdale,westsidetireandauto,Performance,trousdal194smaintrousdal
3619,2015971,westside tire and auto,1328 w cherry,chanute,jdsautomotive,Performance,westside1328wchechanute
3620,2015972,jds automotive,511 s state,iola,coopertireofpratt,Performance,jdsautom511sstatiola
3621,2015973,cooper tire of pratt,1202 e 1st street,pratt,beckertire,Performance,cooperti1202e1stpratt
3622,2015975,becker tire,904 washington st,great bend,southhavenservice,Performance,beckerti904washigreatben
3623,2015976,south haven service,po box 144,south haven,champsautorepair3,Performance,southhavpobox144southhav
3624,2015977,champs auto repair #3,16805 n 67th ave,glendale,lapuentetire,Performance,champsau16805n67glendale
3625,2015978,la puente tire,18121 valley blvd,la puente,eztirestop,Performance,lapuente18121vallapuente
3626,2015979,ez tire stop,750 nogales street,walnut,countryautomotive,Performance,eztirest750nogalwalnut
3627,2015980,country automotive,700 east north street,elburn,autoprosrepaircenter,Performance,countrya700eastnelburn
3628,2015981,autopros repair center,556 w lake st,elmhurst,discounttireservice,Performance,autopros556wlakeelmhurst
3629,2015982,discount tire & service,430 south 2nd st,st charles,scottsserviceplace,Performance,discount430southstcharle
3630,2015983,scott's service place,110 bridge st.,wheaton,jstirealignment,Performance,scottsse110bridgwheaton
3631,2015984,j's tire alignment inc,24 n. barrington rd,streamwood,beardautorepair,Performance,jstireal24nbarristreamwo
3632,2015985,beard auto repair inc,1736 ogden ave,downers grove,oakdaleautotire,Performance,beardaut1736ogdedownersg
3633,2015987,oakdale auto & tire,1535 montauk highway,oakdale,tomarauto,Performance,oakdalea1535montoakdale
3634,2015988,tomar auto,210 west main street,patchogue,autotopia,Performance,tomaraut210westmpatchogu
3635,2015989,auto-topia,233 county line rd.,amityville,lasaterautomotive,Performance,autotopi233countamityvil
3636,2015990,lasater automotive inc,895 midpoint dr,o'fallon,childstireincofallon,Performance,lasatera895midpoofallon
3637,2015991,childs tire inc - o'fallon,810 w terra ln,ofallon,blackwelltire,Performance,childsti810wterrofallon
3638,2015993,blackwell tire llc,1268 west 2nd st.,ottumwa,goobsrepair,Performance,blackwel1268westottumwa
3639,2015994,goob's repair,320 broadway street,diagonal,leonardautomotive,Performance,goobsrep320broaddiagonal
3640,2015995,leonard automotive llc,501 e. market st.,panora,craigsautorepair,Performance,leonarda501emarkpanora
3641,2015996,craigs auto repair,821 n 16th st,chariton,stranikincdbamidas,Performance,craigsau821n16thchariton
3642,2015997,stranik inc dba midas,520 university ave west,st paul,stpaulautomotive,Performance,straniki520univestpaul
3643,2015998,st. paul automotive,910 randolph ave,st. paul,wielandincdbamendotaheightsbpservice,Performance,stpaulau910randostpaul
3644,2015999,wieland inc dba mendota heights bp service,2030 dodd rd,st paul,walstadautomotive,Performance,wielandi2030doddstpaul
3645,2016000,walstad automotive,2105 cliff rd,eagan,merconcorporationdbavenburgtire,Performance,walstada2105clifeagan
3646,2016001,mercon corporation dba venburg tire company,3001 highway 61 north,maplewood,tomsmobilservice,Performance,merconco3001highmaplewoo
3647,2016002,toms mobil service inc,1935 rice st,roseville,carcareadvancedservicecenter,Performance,tomsmobi1935ricerosevill
3648,2016003,car care advanced service center,9865 norma ln,woodbury,charitontire,Performance,carcarea9865normwoodbury
3649,2016004,chariton tire,120 west 24 hwy,salisbury,tipton66,Performance,chariton120west2salisbur
3650,2016005,tipton 66,p.o. box 584,tipton,urichtiresplus,Performance,tipton66pobox584tipton
3651,2016006,urich tires plus,104 w graham rd,urich,shoupstirelube,Performance,urichtir104wgrahurich
3652,2016007,shoup's tire & lube,p.o. box 331,ashland,timbestire,Performance,shoupstipobox331ashland
3653,2016009,timbes tire,po box 131,burnsville,robbyscustomexhaust,Performance,timbestipobox131burnsvil
3654,2016010,robby's custom exhaust,1200 hwy 25,tishamingo,vincesautomotive,Performance,robbyscu1200hwy2tishamin
3655,2016012,vince's automotive llc,300 second street,cleveland,rocksautorepair,Performance,vincesau300seconclevelan
3656,2016013,rock's auto repair,po box 722,saltillo,east81automotive,Performance,rocksautpobox722saltillo
3657,2016014,east 81 automotive,1776 hwy 81 east,mcdonough,southsidetire,Performance,east81au1776hwy8mcdonoug
3658,2016015,southside tire,2150 south hwy 27,carrollton,tedsnorthport,Performance,southsid2150soutcarrollt
3659,2016016,ted's northport,2740 north broadway,fargo,southpointeservicecenter,Performance,tedsnort2740nortfargo
3660,2016017,southpointe service center,3231 33 st south,fargo,borderagenergy,Performance,southpoi323133stfargo
3661,2016018,border ag & energy,315 main st.,newburg,corwinhonda,Performance,borderag315mainsnewburg
3662,2016019,corwin honda,5124 10th ave s,fargo,hilliertire,Performance,corwinho512410thfargo
3663,2016020,hillier tire llc,122 north main st,drayton,elitetiresuspension,Performance,hilliert122northdrayton
3664,2016021,elite tire & suspension,1307 bean dr.,williston,tireoneautocenter,Performance,elitetir1307beanwillisto
3665,2016022,tire one auto center,3325 s 38th st,grand forks,valleyservice,Performance,tireonea3325s38tgrandfor
3666,2016023,valley service,357 central ave n,valley city,harrytireservice,Performance,valleyse357centrvalleyci
3667,2016025,harry' tire service,1604 20th ave se,minot,esautomotive,Performance,harrytir160420thminot
3668,2016026,e&s automotive inc,5601 general washington drive,alexandria,albantire,Performance,esautomo5601genealexandr
3669,2016027,alban tire corp,7244 boudinot dr,springfield,hometowneauto,Performance,albantir7244boudspringfi
3670,2016028,hometowne auto,15698 jefferson davis hwy,woodbridge,yatesautomotive,Performance,hometown15698jefwoodbrid
3671,2016030,yates automotive inc,317 e braddock rd,alexandria,lallantire,Performance,yatesaut317ebradalexandr
3672,2016031,la llantire,43673 john mosby hwy,chantilly,poteatsfrontendbrakeshop,Performance,lallanti43673johchantill
3673,2016033,"poteats front end & brake shop, inc.",308 n washington,shelby,moreauenterprises,Performance,poteatsf308nwashshelby
3674,2016035,moreau enterprises,2425 derita rd,concord,depoenterpise,Performance,moreauen2425dericoncord
3675,2016036,depo enterpise inc,6800 south blvd,charlotte,lincolntoncarcare,Performance,depoente6800soutcharlott
3676,2016038,lincolnton car care,105 performance drive,lincolnton,berrysautoclinic,Performance,lincolnt105perfolincolnt
3677,2016039,berry's auto clinic,494 corban ave se,concord,mountainmantire,Performance,berrysau494corbaconcord
3678,2016040,mountain man tire. inc.,2103 delray st,statesville,crossroadstire,Performance,mountain2103delrstatesvi
3679,2016041,crossroads tire,p o box 13,midland,giostirewheel,Performance,crossroapobox13midland
3680,2016042,gio's tire & wheel,1404 s. main st.,kannapolis,absolutebesttire,Performance,giostire1404smaikannapol
3681,2016044,absolute best tire,2488 yukon road unit a,ellijay,turbotire,Performance,absolute2488yukoellijay
3682,2016045,turbo tire,401 s hamilton st,dalton,bertbrookstire,Performance,turbotir401shamidalton
3683,2016046,bert brooks tire,314 east 2nd ave.,rome,brosstiresales,Performance,bertbroo314east2rome
3684,2016047,bross tire sales,5403 veterans pkwy,columbus,bigttire,Performance,brosstir5403vetecolumbus
3685,2016048,big t tire,2211 manchester expressway,columbus,cmmusic,Performance,bigttire2211manccolumbus
3686,2016049,cm music,185 spring brook ct,jefferson,granitecitytirewheelandmore,Performance,cmmusic185sprinjefferso
3687,2016050,granite city tire wheel and more,918 elbert street,elberton,southernautotire,Performance,granitec918elberelberton
3688,2016051,southern auto & tire,551 academy avenue,waynesboro,mcentyresautodiscounttireservice,Performance,southern551acadewaynesbo
3689,2016052,mcentyre's auto & discount tire service,605 north wall street,calhoun,blueridgetireauto,Performance,mcentyre605northcalhoun
3690,2016053,blue ridge tire & auto,75 josh hall rd,blue ridge,valleyautoservice,Performance,blueridg75joshhablueridg
3691,2016054,valley auto service inc,1497 highway 29,west point,arnesautoservice,Performance,valleyau1497highwestpoin
3692,2016056,arne's auto service,18 doc thomas ridge rd.,blairsville,highway115servicecenter,Performance,arnesaut18docthoblairsvi
3693,2016057,highway 115 service center,5929 highway 115,clarkesville,selecttire,Performance,highway15929highclarkesv
3694,2016058,select tire,2485 blue ridge highway,blairsville,summervillewholesaletiredbareecetire,Performance,selectti2485blueblairsvi
3695,2016059,summerville wholesale tire dba reece tire,46 lake wanda rieta road,summerville,dardatire,Performance,summervi46lakewasummervi
3696,2016060,darda tire co.,2011 lukken ind. dr. west,lagrange,thomsontransmission,Performance,dardatir2011lukklagrange
3697,2016061,thomson transmission,409 salem rd,thomson,westcoastmufflers,Performance,thomsont409salemthomson
3698,2016062,west coast mufflers,850 south state st.,ukiah,norcaltiresautomotive,Performance,westcoas850southukiah
3699,2016063,norcal tires & automotive,3201 north state st.,ukiah,haughnsontire,Performance,norcalti3201nortukiah
3700,2016064,haughn & son tire,1150 business park drive,dixon,redwaytire,Performance,haughnso1150busidixon
3701,2016065,redway tire,po box 342,redway,gravierstireauto,Performance,redwaytipobox342redway
3702,2016066,graviers tire & auto,po box 1658,laytonville,menziotireservice,Performance,gravierspobox165laytonvi
3703,2016067,menzio tire service,p.o. box 401,middletown,moreliaautosales,Performance,menziotipobox401middleto
3704,2016068,morelia auto sales inc,125 s 1st avenue,maywood,juniorstireservices,Performance,moreliaa125s1stamaywood
3705,2016069,junior's tire services,p0 b0x 1192,beecher,autoexperts,Performance,juniorstp0b0x119beecher
3706,2016070,auto experts,6540 w roosevelt road,oak park,lynwoodtireautoservicecenter,Performance,autoexpe6540wroooakpark
3707,2016072,lynwood tire & auto service center,2390 glenwood dyer rd.,lynwood,fullservautocarespecialists,Performance,lynwoodt2390glenlynwood
3708,2016073,fullserv auto care specialists inc,15436 s cicero ave,oak forest,petersenauto,Performance,fullserv15436scioakfores
3709,2016074,petersen auto,1106 w. sheridan ave.,shenandoah,exhaustsolutions,Performance,petersen1106wsheshenando
3710,2016075,"exhaust solutions, inc.",102 grand ave.,spencer,lylesdiscounttire,Performance,exhausts102grandspencer
3711,2016076,lyles discount tire inc,125 w pierce,council bluffs,mile2tireandlube,Performance,lylesdis125wpiercouncilb
3712,2016077,mile 2 tire and lube,300 e hwy 175,ida grove,edwardssubaruhyundai,Performance,mile2tir300ehwy1idagrove
3713,2016078,edwards subaru hyundai,po box 1169,council bluffs,cfitireservice,Performance,edwardsspobox116councilb
3714,2016079,cfi tire service,1520 s. omaha bridge rd.,council bluffs,moorheadtirerepair,Performance,cfitires1520somacouncilb
3715,2016080,moorhead tire & repair,302 1st street,moorhead,adolfhoepflgarage,Performance,moorhead3021ststmoorhead
3716,2016082,adolf hoepfl garage,4610 n shepherd drive,houston,almedadiscounttireservice,Performance,adolfhoe4610nshehouston
3717,2016085,almeda discount tire service,4242 almed genoa road,houston,mcmahantireservice,Performance,almedadi4242almehouston
3718,2016086,mcmahan tire service,623 s. anaheim blvd.,anaheim,xpinvestmentsllcdbaautoselect,Performance,mcmahant623sanahanaheim
3719,2016087,xp investments llc / dba auto select,3103 schofield avenue,weston,nickscompleteautomotive,Performance,xpinvest3103schoweston
3720,2016088,nick's complete automotive,302 vine st.,hudson,gatewayautocare,Performance,nickscom302vineshudson
3721,2016089,gateway auto care inc,1300 gateway circle,hudson,americanautosalesservice,Performance,gatewaya1300gatehudson
3722,2016090,american auto sales & service,900 n central ave,marshfield,jandpauto,Performance,american900ncentmarshfie
3723,2016091,j and p auto inc,744 mill lane,rib lake,haywardautomotivecenter,Performance,jandpaut744milllriblake
3724,2016092,hayward automotive center inc,16026 us hwy 63,hayward,wolverinetireautocare,Performance,haywarda16026ushhayward
3725,2016093,wolverine tire & auto care,550 durabilt road,spooner,stanleytire,Performance,wolverin550durabspooner
3726,2016094,stanley tire inc,108 industrial rd,stanley,adamarkrepair,Performance,stanleyt108indusstanley
3727,2016095,adamark repair llc,1725 190th street highway 35,centuria,dsautorepair,Performance,adamarkr1725190tcenturia
3728,2016096,d's auto repair,101 park avenue west,woodville,rivordrepaircenter,Performance,dsautore101parkawoodvill
3729,2016097,rivord repair center llc,317 tower avenue,superior,nkstireservice,Performance,rivordre317towersuperior
3730,2016098,nks tire & service inc,w 1736 hwy 41,marinette,olsonauto,Performance,nkstiresw1736hwymarinett
3731,2016099,olson auto llc,830 truax blvd,eau claire,affordabletire,Performance,olsonaut830truaxeauclair
3732,2016100,affordable tire,1841 south prairie view road,chippewa falls,chilson,Performance,affordab1841soutchippewa
3733,2016101,chilson inc,3443 s hwy 93,eau claire,westherrtoyota,Performance,chilsoni3443shwyeauclair
3734,2016102,west herr toyota,3448 mckinley parkway,blasdell,richardson,Performance,westherr3448mckiblasdell
3735,2016103,richardson inc,8652 buffalo ave,niagara falls,yorkshirebatterytire,Performance,richards8652buffniagaraf
3736,2016104,yorkshire battery & tire,11536 rt 98,freedom,basilsservicecenetr,Performance,yorkshir11536rt9freedom
3737,2016105,basils service cenetr,28 lincoln ave.,angola,bsdiscounttire,Performance,basilsse28lincolangola
3738,2016106,b&s discount tire,10340 rt. 60,fredonia,rusiniaksservice,Performance,bsdiscou10340rt6fredonia
3739,2016107,rusiniaks service inc,2916 union road,cheektowaga,hurtubisetire,Performance,rusiniak2916uniocheektow
3740,2016108,hurtubise tire inc,63 oliver street,north tonawanda,wecotiredistributor,Performance,hurtubis63olivernorthton
3741,2016109,weco tire distributor,397 ludington ave,buffalo,lmtirewheel,Performance,wecotire397ludinbuffalo
3742,2016110,l & m tire & wheel,185 w king st,abbottstown,bjventuresincdbalibertytireauto,Performance,lmtirewh185wkingabbottst
3743,2016111,b&j ventures inc dba liberty tire & auto,235 landis drive,mercersburg,cahessgarage,Performance,bjventur235landimercersb
3744,2016115,ca hess garage llc,45 n 3rd street,newport,nicksgarageetc,Performance,cahessga45n3rdstnewport
3745,2016116,nick's garage etc,5490 hanover road,hanover,peacheyautorepairservice,Performance,nicksgar5490hanohanover
3746,2016117,peachey auto repair service,64 duchess street,reedsville,tireconsultants,Performance,peacheya64duchesreedsvil
3747,2016118,tire consultants inc.,560 north reading rd,ephrata,saudertireservice,Performance,tirecons560northephrata
3748,2016119,sauder tire service,234 west fulton st,ephrata,stritesgarage,Performance,sauderti234westfephrata
3749,2016120,strite's garage,9119 stottlemyer rd,waynesboro,crsmithradiatorautorepair,Performance,stritesg9119stotwaynesbo
3750,2016121,cr smith radiator & auto repair inc,2515 w market street,york,carbanllcdbamillersvilleautomotive,Performance,crsmithr2515wmaryork
