,DealerName,Clean Name,Report
1557,Meineke Car Care Center,meinekecarcarecenter,Course
1558,Allen Tire Co,allentireco,Course
1559,Tom Fouts Tire,tomfoutstire,Course
1560,Kauffman Tire,kauffmantire,Course
1561,Dobbs Tire & Auto Centers,dobbstireautocenters,Course
1562,Allen Tire Co,allentireco,Course
1563,Carroll Tire,carrolltire,Course
1564,TF Tire & Service,tftireservice,Course
1565,Allen Tire Co,allentireco,Course
1566,Kansas Gas Service,kansasgasservice,Course
1567,Car Pros Plaza Meineke,carprosplazameineke,Course
1568,Pinkus Tire & Battery Kingdom,pinkustirebatterykingdom,Course
1569,U.S. AutoForce,usautoforce,Course
1570,Carroll Tire,carrolltire,Course
1571,Tom Fouts Tire,tomfoutstire,Course
1572,Allen Tire Co,allentireco,Course
1573,Carroll Tire,carrolltire,Course
1574,Carroll Tire,carrolltire,Course
1575,Express Tire,expresstire,Course
1576,Cooper Inside Sales Team,cooperinsidesalesteam,Course
1577,Tucker Tire Company,tuckertirecompany,Course
1578,Reeds Tire Service,reedstireservice,Course
1579,Capital Tire,capitaltire,Course
1580,Tire World Auto Repair Tire Pros,tireworldautorepairtirepros,Course
1581,K & W Tire Co. Inc.,kwtirecoinc,Course
1582,JONES INTERSTATE TIRE CO.,jonesinterstatetireco,Course
1583,Mountain View Tire & Auto Service Goodyear,mountainviewtireautoservicegoodyear,Course
1584,Allen Tire Co,allentireco,Course
1585,Mountain View Tire & Auto Service Goodyear,mountainviewtireautoservicegoodyear,Course
1586,Perfection Tire,perfectiontire,Course
1587,National Tire Warehouse,nationaltirewarehouse,Course
1588,Allen Tire Co,allentireco,Course
1589,Kauffman Tire,kauffmantire,Course
1590,Jersey Wholesale Tire,jerseywholesaletire,Course
1591,Hester's Tire & Auto Service,hesterstireautoservice,Course
1592,Allen Tire Co,allentireco,Course
1593,Mountain View Tire & Auto Service Goodyear,mountainviewtireautoservicegoodyear,Course
1594,Tire Rama,tirerama,Course
1595,Mountain View Tire & Auto Service Goodyear,mountainviewtireautoservicegoodyear,Course
1596,Big Horn Co-op,bighorncoop,Course
1597,Mountain View Tire,mountainviewtire,Course
1598,CONSOLIDATED TIRE BROKERS,consolidatedtirebrokers,Course
1599,Tire Wholesalers,tirewholesalers,Course
1600,Big Horn Co-op,bighorncoop,Course
1601,tire guys,tireguys,Course
1602,Carroll Tire,carrolltire,Course
1603,Tire Wholesalers,tirewholesalers,Course
1604,Tire Wholesalers,tirewholesalers,Course
1605,Tire Rama,tirerama,Course
1606,Carroll Tire,carrolltire,Course
1607,Sundown Tire,sundowntire,Course
1608,Cooper Tire,coopertire,Course
1609,The Tire Guys,thetireguys,Course
1610,Allen Tire Co,allentireco,Course
1611,Tucker Tire Company,tuckertirecompany,Course
1612,DK Tires & Service Inc,dktiresserviceinc,Course
1613,TF Tire & Service,tftireservice,Course
1614,Tire Rama,tirerama,Course
1615,National Tire Warehouse,nationaltirewarehouse,Course
1616,Tucker Tire Company,tuckertirecompany,Course
1617,Commercial Tire,commercialtire,Course
1618,Allen Tire Co,allentireco,Course
1619,Black's Tire Services,blackstireservices,Course
1620,Fred Allen Enterprises Inc,fredallenenterprisesinc,Course
1621,Mountain View Tire & Auto Service Goodyear,mountainviewtireautoservicegoodyear,Course
1622,Commercial Tire,commercialtire,Course
1623,earl w colvard/Boulevard Tire,earlwcolvardboulevardtire,Course
1624,Express Tire,expresstire,Course
1625,Tucker Tire Company,tuckertirecompany,Course
1626,Express oil change and tire engineers,expressoilchangeandtireengineers,Course
1627,Express Tire,expresstire,Course
1628,Standridge Tire Pros,standridgetirepros,Course
1629,Sigs Wholesale Tire,sigswholesaletire,Course
1630,Rod's Tire and Auto,rodstireandauto,Course
1631,Statewide Tire,statewidetire,Course
1632,Tredroc Tire Services,tredroctireservices,Course
1633,Carroll Tire,carrolltire,Course
1634,Commercial Tire,commercialtire,Course
1635,Bob Sumerel Tire & Service,bobsumereltireservice,Course
1636,Fred Allen Enterprises Inc,fredallenenterprisesinc,Course
1637,Carroll Tire,carrolltire,Course
1638,Best One Tire & Service of Mid America,bestonetireserviceofmidamerica,Course
1639,Tire Rama,tirerama,Course
1640,Rod's Tire and Auto,rodstireandauto,Course
1641,Commercial Tire,commercialtire,Course
1642,Bob Sumerel Tire & Service,bobsumereltireservice,Course
1643,Clay Tire Sales Inc,claytiresalesinc,Course
1644,Wayne's Tire and Auto Repair,waynestireandautorepair,Course
1645,Dobbs Tire & Auto Centers,dobbstireautocenters,Course
1646,NTD Canada,ntdcanada,Course
1647,Carroll Tire,carrolltire,Course
1648,Cooper Inside Sales Team,cooperinsidesalesteam,Course
1649,David's Discount Tire,davidsdiscounttire,Course
1650,Fred Allen Enterprises Inc,fredallenenterprisesinc,Course
1651,Black's Tire Services,blackstireservices,Course
1652,Best One Tire & Service,bestonetireservice,Course
1653,American Tire Distributors,americantiredistributors,Course
1654,Carroll Tire,carrolltire,Course
1655,Tire Wholesalers,tirewholesalers,Course
1656,Tire Rama,tirerama,Course
1657,Meineke Car Care Center,meinekecarcarecenter,Course
1658,Carroll Tire,carrolltire,Course
1659,Carroll Tire,carrolltire,Course
1660,Carroll Tire,carrolltire,Course
1661,Carroll Tire,carrolltire,Course
1662,Carroll Tire,carrolltire,Course
1663,Black's Tire Services,blackstireservices,Course
1664,Black's Tire Services,blackstireservices,Course
1665,Tire World Car Care Center,tireworldcarcarecenter,Course
1666,Cape & Islands Tire,capeislandstire,Course
1667,Kansasland Tire Co.,kansaslandtireco,Course
1668,GUARDADO CORPORATION,guardadocorporation,Course
1669,Pageland Tire,pagelandtire,Course
1670,American Tire Distributors,americantiredistributors,Course
1671,Express Tire,expresstire,Course
1672,Friendly Wholesale Tires Inc,friendlywholesaletiresinc,Course
1673,Commercial Tire,commercialtire,Course
1674,Gobble's Automotive,gobblesautomotive,Course
1675,Nebraskaland Tire,nebraskalandtire,Course
1676,DK Tires & Service Inc,dktiresserviceinc,Course
1677,Mountain View Tire & Auto Service Goodyear,mountainviewtireautoservicegoodyear,Course
1678,Carroll Tire,carrolltire,Course
1679,Express Tire,expresstire,Course
1680,Carroll Tire,carrolltire,Course
1681,Express Tire,expresstire,Course
1682,Express Tire,expresstire,Course
1683,Carroll Tire,carrolltire,Course
1684,Premier Tire Terminal Inc.,premiertireterminalinc,Course
1685,Commercial Tire,commercialtire,Course
1686,Express Tire,expresstire,Course
1687,Commercial Tire,commercialtire,Course
1688,Gobble's Automotive,gobblesautomotive,Course
1689,Jack Furrier's Tire and Auto Care,jackfurrierstireandautocare,Course
1690,Jack Furrier's Tire and Auto Care,jackfurrierstireandautocare,Course
1691,Jack Furrier's Tire and Auto Care,jackfurrierstireandautocare,Course
1692,Commercial Tire,commercialtire,Course
1693,Tire Rama,tirerama,Course
1694,Delta World Tire,deltaworldtire,Course
1695,Tom Fouts Tire,tomfoutstire,Course
1696,National Tire Warehouse,nationaltirewarehouse,Course
1697,Express Tire,expresstire,Course
1698,Kauffman Tire,kauffmantire,Course
1699,Commercial Tire,commercialtire,Course
1700,Dunn Tire,dunntire,Course
1701,Dunn Tire,dunntire,Course
1702,Commercial Tire,commercialtire,Course
1703,Dunn Tire,dunntire,Course
1704,Dunn Tire,dunntire,Course
1705,Dunn Tire,dunntire,Course
1706,Dunn Tire,dunntire,Course
1707,Dunn Tire,dunntire,Course
1708,Dunn Tire,dunntire,Course
1709,Tire Rama,tirerama,Course
1710,Carroll Tire,carrolltire,Course
1711,Dunn Tire,dunntire,Course
1712,Dunn Tire,dunntire,Course
1713,Dunn Tire,dunntire,Course
1714,Dunn Tire,dunntire,Course
1715,Dunn Tire,dunntire,Course
1716,Dunn Tire,dunntire,Course
1717,Carroll Tire,carrolltire,Course
1718,Dunn Tire,dunntire,Course
1719,Dunn Tire,dunntire,Course
1720,Dunn Tire,dunntire,Course
1721,Dunn Tire,dunntire,Course
1722,Tri-County Tire,tricountytire,Course
1723,Dunn Tire,dunntire,Course
1724,Dunn Tire,dunntire,Course
1725,Dunn Tire,dunntire,Course
1726,Dunn Tire,dunntire,Course
1727,Dunn Tire,dunntire,Course
1728,Dunn Tire,dunntire,Course
1729,Commercial Tire Inc,commercialtireinc,Course
1730,Dunn Tire,dunntire,Course
1731,Dunn Tire,dunntire,Course
1732,Dunn Tire,dunntire,Course
1733,Dunn Tire,dunntire,Course
1734,Dunn Tire,dunntire,Course
1735,Dunn Tire,dunntire,Course
1736,Dunn Tire,dunntire,Course
1737,Dunn Tire,dunntire,Course
1738,Dunn Tire,dunntire,Course
1739,Cape & Islands Tire,capeislandstire,Course
1740,Dunn Tire,dunntire,Course
1741,Dunn Tire,dunntire,Course
1742,Dunn Tire,dunntire,Course
1743,Dunn Tire,dunntire,Course
1744,Dunn Tire,dunntire,Course
1745,Dunn Tire,dunntire,Course
1746,Dunn Tire,dunntire,Course
1747,Carroll Tire,carrolltire,Course
1748,Express Tire,expresstire,Course
1749,Premier Tire Terminal Inc.,premiertireterminalinc,Course
1750,Black's Tire Services,blackstireservices,Course
1751,Tire Rama,tirerama,Course
1752,Kauffman Tire,kauffmantire,Course
1753,Allen Tire Co,allentireco,Course
1754,Dunn Tire,dunntire,Course
1755,Dunn Tire,dunntire,Course
1756,Dunn Tire,dunntire,Course
1757,Carroll Tire,carrolltire,Course
1758,Tire Rama,tirerama,Course
1759,Arrow Tire,arrowtire,Course
1760,Black's Tire & Auto Services,blackstireautoservices,Course
1761,Dunn tire,dunntire,Course
1762,Dunn tire,dunntire,Course
1763,Dunn Tire,dunntire,Course
1764,Dunn Tire,dunntire,Course
1765,Dunn Tire,dunntire,Course
1766,Dunn Tire,dunntire,Course
1767,Beacon Tire,beacontire,Course
1768,TF Tire & Service,tftireservice,Course
1769,Arrow Tire,arrowtire,Course
1770,Dunn Tire,dunntire,Course
1771,Dunn Tire,dunntire,Course
1772,Oxford Tire,oxfordtire,Course
1773,Dunn Tire,dunntire,Course
1774,Dunn Tire,dunntire,Course
1775,Tire Group International,tiregroupinternational,Course
1776,Connecticut Tire,connecticuttire,Course
1777,Black's Tire & Auto Services,blackstireautoservices,Course
1778,Arrow Tire,arrowtire,Course
1779,Black's Tire & Auto Services,blackstireautoservices,Course
1780,Arrow Tire,arrowtire,Course
1781,wellborn tire distribution,wellborntiredistribution,Course
1782,Carroll Tire,carrolltire,Course
1783,Dunn Tire,dunntire,Course
1784,Dunn Tire,dunntire,Course
1785,Carroll Tire,carrolltire,Course
1786,Donohues quick lube,donohuesquicklube,Course
1787,Donohues quick lube,donohuesquicklube,Course
1788,Express Tire,expresstire,Course
1789,Cooper Tire & Rubber Company,coopertirerubbercompany,Course
1790,Allen Tire Co,allentireco,Course
1791,Express Tire,expresstire,Course
1792,Kauffman Tire,kauffmantire,Course
1793,Kauffman Tire,kauffmantire,Course
1794,Go Green Tires,gogreentires,Course
1795,Bailey's Tire Services,baileystireservices,Course
1796,Express Tire,expresstire,Course
1797,NTD Canada,ntdcanada,Course
1798,Kauffman Tire,kauffmantire,Course
1799,TMC Auto Service and Tire Center,tmcautoserviceandtirecenter,Course
1800,American Tire Distributors,americantiredistributors,Course
1801,DK Tires & Service Inc,dktiresserviceinc,Course
1802,National Tire Warehouse,nationaltirewarehouse,Course
1803,Ontario Auto Market & Tires,ontarioautomarkettires,Course
1804,LKQ Triplett Tire Depot,lkqtripletttiredepot,Course
1805,Cecil & Sons Discount Tires,cecilsonsdiscounttires,Course
1806,Express Tire,expresstire,Course
1807,LKQ Triplet Tire Depot,lkqtriplettiredepot,Course
1808,Beacon Tire,beacontire,Course
1809,Commercial Tire,commercialtire,Course
1810,Premier Tire Terminal Inc.,premiertireterminalinc,Course
1811,Cooper Tire Inside Sales,coopertireinsidesales,Course
1812,National Tire Warehouse,nationaltirewarehouse,Course
1813,National Tire Warehouse,nationaltirewarehouse,Course
1814,Dunn Tire,dunntire,Course
1815,Dunn Tire,dunntire,Course
1816,Dunn Tire,dunntire,Course
1817,Dobbs Tire & Auto Centers,dobbstireautocenters,Course
1818,ASAP AUTO CARE,asapautocare,Course
1819,Pekar's Auto Repair & Lube,pekarsautorepairlube,Course
1820,Integra Tire Auto Center,integratireautocenter,Course
1821,VC's Wheel & Tire,vcswheeltire,Course
1822,Lias Tire,liastire,Course
1823,Lias Tire,liastire,Course
1824,Lias Tire,liastire,Course
1825,Lias Tire,liastire,Course
1826,Lake City Tire,lakecitytire,Course
1827,Johnson & Johnson Tire Specialists,johnsonjohnsontirespecialists,Course
1828,Jackson tire service,jacksontireservice,Course
1829,Calvary Tire & Brake,calvarytirebrake,Course
1830,Al's Tire And Auto,alstireandauto,Course
1831,Marathon Tire Service,marathontireservice,Course
1832,R.J.Daniels Fuel & Tire,rjdanielsfueltire,Course
1833,Tops Tire & Wheel,topstirewheel,Course
1834,aweare auto & truck repair inc.,aweareautotruckrepairinc,Course
1835,Arrowhead Automotive Center,arrowheadautomotivecenter,Course
1836,Tri County Tire Service,tricountytireservice,Course
1837,Commercial Tire,commercialtire,Course
1838,Arrowhead Automotive Center,arrowheadautomotivecenter,Course
1839,Bagwell & Mathis Tire,bagwellmathistire,Course
1840,RANDY'S AUTO REPAIR,randysautorepair,Course
1841,Browns Automotive,brownsautomotive,Course
1842,TMC Auto Service and Tire Center,tmcautoserviceandtirecenter,Course
1843,Pneu.ca,pneuca,Course
1844,Western Auto Associates,westernautoassociates,Course
1845,discount tire & battery,discounttirebattery,Course
1846,Conrad Tire and Auto,conradtireandauto,Course
1847,Allen's Tire,allenstire,Course
1848,Schaeffer Tire Center,schaeffertirecenter,Course
1849,Schaeffer Tire Center,schaeffertirecenter,Course
1850,Express Tire,expresstire,Course
1851,Meineke Car Care Center,meinekecarcarecenter,Course
1852,alfred auto center,alfredautocenter,Course
1853,Jersey Wholesale Tire,jerseywholesaletire,Course
1854,Child's Automotive,childsautomotive,Course
1855,WHITE TIRE CENTER,whitetirecenter,Course
1856,Dunn Tire,dunntire,Course
1857,Dunn Tire,dunntire,Course
1858,Forrest Tire Co.,forresttireco,Course
1859,Tire Sales LLC,tiresalesllc,Course
1860,Blain Supply,blainsupply,Course
1861,Beacon Tire,beacontire,Course
1862,Grahams Tire Service Inc.,grahamstireserviceinc,Course
1863,Greens Tire & Service Center,greenstireservicecenter,Course
1864,Chariton Tire LLC,charitontirellc,Course
1865,Carroll Tire,carrolltire,Course
1866,Express Tire,expresstire,Course
1867,Sandone Tire Wholesalers,sandonetirewholesalers,Course
1868,Glotfelty Tire Center,glotfeltytirecenter,Course
1869,LKQ Triplett Tire Depot,lkqtripletttiredepot,Course
1870,Bartlett's Auto Service,bartlettsautoservice,Course
1871,Commercial Tire,commercialtire,Course
1872,midas,midas,Course
1873,Bartlett's Auto Service,bartlettsautoservice,Course
1874,Carroll Tire,carrolltire,Course
1875,Perfection Tire,perfectiontire,Course
1876,Groves Tire & Service LLC,grovestireservicellc,Course
1877,NAPA Auto Centers of SWF,napaautocentersofswf,Course
1878,Arrowhead Automotive Center,arrowheadautomotivecenter,Course
1879,Hawkeye Automotive,hawkeyeautomotive,Course
1880,NAPA Auto Centers of SWF,napaautocentersofswf,Course
1881,NAPA Auto Centers of SWF,napaautocentersofswf,Course
1882,Coconino Tire & Wholesale,coconinotirewholesale,Course
1883,Avenue Auto Clinic,avenueautoclinic,Course
1884,Miller Tire,millertire,Course
1885,NAPA Auto Centers of SWF,napaautocentersofswf,Course
1886,Miller Tire,millertire,Course
1887,redwood tree,redwoodtree,Course
1888,Miller Tire,millertire,Course
1889,Valley Service,valleyservice,Course
1890,AA Tires,aatires,Course
1891,Mark's Repair Inc.,marksrepairinc,Course
1892,NAPA Auto Centers of SWF,napaautocentersofswf,Course
1893,South Hill Tire & Service Center,southhilltireservicecenter,Course
1894,Tire Discounter Group,tirediscountergroup,Course
1895,Rods Tire And Auto,rodstireandauto,Course
1896,National Tire Warehouse,nationaltirewarehouse,Course
1897,A1 Tire & Wheel Co Ltd,a1tirewheelcoltd,Course
1898,dodds automotive,doddsautomotive,Course
1899,Dunn Tire,dunntire,Course
1900,Dunn Tire,dunntire,Course
1901,Corner Service & Tire,cornerservicetire,Course
1902,Zeller Tire,zellertire,Course
1903,Meineke Car Care Center,meinekecarcarecenter,Course
1904,Arrowhead Automotive Center,arrowheadautomotivecenter,Course
1905,Kauffman Tire,kauffmantire,Course
1906,Meineke Car Care Center,meinekecarcarecenter,Course
1907,Dobbs Tire & Auto Centers,dobbstireautocenters,Course
1908,Arrowhead Automotive Center,arrowheadautomotivecenter,Course
1909,Kingston Auto,kingstonauto,Course
1910,Best One Tire & Service of Newburgh,bestonetireserviceofnewburgh,Course
1911,Dunn Tire,dunntire,Course
1912,Dunn Tire,dunntire,Course
1913,sherwood tire service inc,sherwoodtireserviceinc,Course
1914,Meineke Car Care Center,meinekecarcarecenter,Course
1915,Meineke Car Care Center,meinekecarcarecenter,Course
1916,EARL STEWART TOYOTA,earlstewarttoyota,Course
1917,Tire World Auto Repair Tire Pros,tireworldautorepairtirepros,Course
1918,Tire World Auto Repair Tire Pros,tireworldautorepairtirepros,Course
1919,Dobbs Tire & Auto Centers,dobbstireautocenters,Course
1920,Kauffman Tire,kauffmantire,Course
1921,K & M Tire,kmtire,Course
1922,K & M Tire,kmtire,Course
1923,Bell Tire Stores,belltirestores,Course
1924,Meineke Car Care Center,meinekecarcarecenter,Course
1925,Cornerstone Auto and Tire Center,cornerstoneautoandtirecenter,Course
1926,Bell Tire Stores,belltirestores,Course
1927,Tire Tyme,tiretyme,Course
1928,Atlantic Tire,atlantictire,Course
1929,National Tire Warehouse,nationaltirewarehouse,Course
1930,National Tire Warehouse,nationaltirewarehouse,Course
1931,National Tire Warehouse,nationaltirewarehouse,Course
1932,National Tire Warehouse,nationaltirewarehouse,Course
1933,metro taxi,metrotaxi,Course
1934,National Tire Warehouse,nationaltirewarehouse,Course
1935,Racine Toyota,racinetoyota,Course
1936,Tire Rama,tirerama,Course
1937,Burlington Tire Service,burlingtontireservice,Course
1938,LMR Tires,lmrtires,Course
1939,Memorial Auto Service,memorialautoservice,Course
1940,W.D. Tire Warehouse,wdtirewarehouse,Course
1941,Smileys Wholesale Tire Co. LLC,smileyswholesaletirecollc,Course
1942,Bargain Barn Tire Center,bargainbarntirecenter,Course
1943,JET TIRE SERVICE,jettireservice,Course
1944,I90 Enterprises LLC,i90enterprisesllc,Course
1945,Advantage 1 Tire Network,advantage1tirenetwork,Course
1946,A1 Tire & Wheel Co Ltd,a1tirewheelcoltd,Course
1947,A1 Tire & Wheel Co Ltd,a1tirewheelcoltd,Course
1948,Ron's Tire Discounter,ronstirediscounter,Course
1949,Meineke Car Care Center,meinekecarcarecenter,Course
1950,Neace Tire,neacetire,Course
1951,Meineke Car Care Center,meinekecarcarecenter,Course
1952,Meineke Car Care Center,meinekecarcarecenter,Course
1953,AutoNation Toyota Fort Myers,autonationtoyotafortmyers,Course
1954,AutoNation Toyota Fort Myers,autonationtoyotafortmyers,Course
1955,U.S. AutoForce,usautoforce,Course
1956,Dunn Tire,dunntire,Course
1957,Steward's Service,stewardsservice,Course
1958,AutoNation Toyota Fort Myers,autonationtoyotafortmyers,Course
1959,Kauffman Tire,kauffmantire,Course
1960,Dunn Tire,dunntire,Course
1961,Dunn Tire,dunntire,Course
1962,Meineke Car Care Center,meinekecarcarecenter,Course
1963,Finlayson tire Ltd,finlaysontireltd,Course
1964,Carroll Tire,carrolltire,Course
1965,Meineke Car Care Center,meinekecarcarecenter,Course
1966,JET TIRE SERVICE,jettireservice,Course
1967,Cooper Tire,coopertire,Course
1968,Kansasland Tire Co.,kansaslandtireco,Course
1969,GOMM'S TIRE,gommstire,Course
1970,Les Schwab Tires,lesschwabtires,Course
1971,American Tire Distributors,americantiredistributors,Course
1972,chicago tire inc,chicagotireinc,Course
1973,4 States Tire And Service,4statestireandservice,Course
1974,Dobbs Tire & Auto Centers,dobbstireautocenters,Course
1975,Vermont Tire & Service,vermonttireservice,Course
1976,Express Tire,expresstire,Course
1977,Meineke Car Care Center,meinekecarcarecenter,Course
1978,Sublette Coop,sublettecoop,Course
1979,Meineke Car Care Center,meinekecarcarecenter,Course
1980,Auto-Pro Glass & Tire,autoproglasstire,Course
1981,Boulevard Tire Center,boulevardtirecenter,Course
1982,Competition Muffler & Shocks (1986) Ltd,competitionmufflershocks1986ltd,Course
1983,Commercial Tire,commercialtire,Course
1984,Charlton Tire and Repair,charltontireandrepair,Course
1985,Express Tire,expresstire,Course
1986,Watson General Tire,watsongeneraltire,Course
1987,Bob Sumerel Tire & Service,bobsumereltireservice,Course
1988,Halls Tires,hallstires,Course
1989,Diamond Auto,diamondauto,Course
1990,boulevard tire center,boulevardtirecenter,Course
1991,Vermont Wholesale Tire,vermontwholesaletire,Course
1992,Tire Rama,tirerama,Course
1993,Dobbs Tire & Auto Centers,dobbstireautocenters,Course
1994,Dobbs Tire & Auto Centers,dobbstireautocenters,Course
1995,Quality tire and automotive,qualitytireandautomotive,Course
1996,American Tire,americantire,Course
1997,Dunn Tire,dunntire,Course
1998,Dunn Tire,dunntire,Course
1999,Dobbs Tire & Auto Centers,dobbstireautocenters,Course
2000,Kauffman Tire,kauffmantire,Course
2001,Boulevard Tire Center,boulevardtirecenter,Course
2002,Cooper Tire & Rubber Co.,coopertirerubberco,Course
2003,K & M Tire,kmtire,Course
2004,Diversified Tire Inc,diversifiedtireinc,Course
2005,Beacon Tire,beacontire,Course
2006,A to Z Tire,atoztire,Course
2007,k johnson auto,kjohnsonauto,Course
2008,tecumseh tire exchange,tecumsehtireexchange,Course
2009,Meineke Car Care Center,meinekecarcarecenter,Course
2010,Dobbs Tire & Auto Centers,dobbstireautocenters,Course
2011,Meineke Car Care Center,meinekecarcarecenter,Course
2012,Tire Rama,tirerama,Course
2013,Dunn Tire,dunntire,Course
2014,Dunn Tire,dunntire,Course
2015,HIGHWAY 60 TIRE & SERVICE,highway60tireservice,Course
2016,Kauffman Tire,kauffmantire,Course
2017,Cecil & Sons Discount Tires,cecilsonsdiscounttires,Course
2018,Carroll Tire,carrolltire,Course
2019,JET TIRE SERVICE,jettireservice,Course
2020,Cole Street Service,colestreetservice,Course
2021,Scottie's Speed Shop Inc.,scottiesspeedshopinc,Course
2022,Checkpoint Automotive Inc,checkpointautomotiveinc,Course
2023,Express Tire,expresstire,Course
2024,Meineke Car Care Center,meinekecarcarecenter,Course
2025,College Park Tire & Auto,collegeparktireauto,Course
2026,Prairie North Co-op,prairienorthcoop,Course
2027,David Street Auto Repair and Towing,davidstreetautorepairandtowing,Course
2028,Commercial Tire,commercialtire,Course
2029,Kundert Auto and Truck service,kundertautoandtruckservice,Course
2030,Tires Only,tiresonly,Course
2031,Meineke Car Care Center,meinekecarcarecenter,Course
2032,manning's northern tire co,manningsnortherntireco,Course
2033,Checkpoint Automotive Inc,checkpointautomotiveinc,Course
2034,Boulevard Tire Center,boulevardtirecenter,Course
2035,National Tire Warehouse,nationaltirewarehouse,Course
2036,Rice Tire,ricetire,Course
2037,Holton Tire & Service,holtontireservice,Course
2038,Kauffman Tire,kauffmantire,Course
2039,Kauffman Tire,kauffmantire,Course
2040,Edison American inc.,edisonamericaninc,Course
2041,Parker Auto Supply,parkerautosupply,Course
2042,Provincial tire Distributors,provincialtiredistributors,Course
2043,Meineke Car Care Center,meinekecarcarecenter,Course
2044,DK Tires & Service Inc,dktiresserviceinc,Course
2045,Sheaves Garage LLC,sheavesgaragellc,Course
2046,Pumpelly Tire Co,pumpellytireco,Course
2047,Free Service Tire Co,freeservicetireco,Course
2048,LOUIS'S TIRE SERVICE,louisstireservice,Course
2049,Krenzen Auto,krenzenauto,Course
2050,Anthony Wayne Tire & Auto Repair,anthonywaynetireautorepair,Course
2051,Statewide Tire,statewidetire,Course
2052,Express Tire,expresstire,Course
2053,Meineke Car Care Center,meinekecarcarecenter,Course
2054,DK Tires & Service Inc,dktiresserviceinc,Course
2055,R & D Tire Service,rdtireservice,Course
2056,mcnair tire,mcnairtire,Course
2057,Bienie's Body Shop,bieniesbodyshop,Course
2058,Kauffman Tire,kauffmantire,Course
2059,Bruneel Tire,bruneeltire,Course
2060,Kauffman Tire,kauffmantire,Course
2061,Tire Rama,tirerama,Course
2062,Meineke Car Care Center,meinekecarcarecenter,Course
2063,Hometowne Auto Repair and Tire,hometowneautorepairandtire,Course
2064,The Tire Shop Inc,thetireshopinc,Course
2065,Reno Tire and Service Center,renotireandservicecenter,Course
2066,HOMERS PARTS AND ACCESSORIES,homerspartsandaccessories,Course
2067,Gold Star FS,goldstarfs,Course
2068,Best One Tire & Service of Owensboro,bestonetireserviceofowensboro,Course
2069,Yeck's Tire & Auto,yeckstireauto,Course
2070,HINES AUTOCARE & REPAIR INC,hinesautocarerepairinc,Course
2071,BT Pearson Tires & Service,btpearsontiresservice,Course
2072,Exxpress Tire Delivery,exxpresstiredelivery,Course
2073,Exxpress Tire Delivery,exxpresstiredelivery,Course
2074,Exxpress Tire Delivery,exxpresstiredelivery,Course
2075,Columbiana Tire Sales,columbianatiresales,Course
2076,Warzecha Auto Works,warzechaautoworks,Course
2077,Lynwood Tire & Auto Service,lynwoodtireautoservice,Course
2078,Creamery Tire inc,creamerytireinc,Course
2079,plymouth tire & service,plymouthtireservice,Course
2080,Tirecraft,tirecraft,Course
2081,Mattern Tire and Auto,matterntireandauto,Course
2082,RNS Service Inc,rnsserviceinc,Course
2083,David Street Auto Repair and Towing,davidstreetautorepairandtowing,Course
2084,Express Tire,expresstire,Course
2085,Dobbs Tire & Auto Centers,dobbstireautocenters,Course
2086,V Tire & WHeel,vtirewheel,Course
2087,Mr & Mrs Tire,mrmrstire,Course
2088,TOWER TIRE,towertire,Course
2089,TOWER TIRE,towertire,Course
2090,Tire Rama,tirerama,Course
2091,Bruneel Tire,bruneeltire,Course
2092,National Tire Warehouse,nationaltirewarehouse,Course
2093,Brian's Automotive,briansautomotive,Course
2094,Bruneel Tire,bruneeltire,Course
2095,Crossville Tire & Appliance,crossvilletireappliance,Course
2096,Kauffman Tire,kauffmantire,Course
2097,The Lube Center,thelubecenter,Course
2098,Meineke Car Care Center,meinekecarcarecenter,Course
2099,Meineke Car Care Center,meinekecarcarecenter,Course
2100,La Cie Canada Tire,laciecanadatire,Course
2101,Murante Auto Repair,muranteautorepair,Course
2102,Express Auto Service,expressautoservice,Course
2103,Oscar Tires,oscartires,Course
2104,American Tire Distributors,americantiredistributors,Course
2105,American Tire Distributors,americantiredistributors,Course
2106,EDS' TIRE SERVICE,edstireservice,Course
2107,HEATON TIRE AND WHEEL,heatontireandwheel,Course
2108,Meineke Car Care Center,meinekecarcarecenter,Course
2109,Express Tire,expresstire,Course
2110,Coggin Honda of Saint Augustine,cogginhondaofsaintaugustine,Course
2111,Jost Tire,josttire,Course
2112,Car Trax Auto Sales Ltd.,cartraxautosalesltd,Course
2113,The Lube Center,thelubecenter,Course
2114,Central Tire,centraltire,Course
2115,Central Tire,centraltire,Course
2116,Central Tire,centraltire,Course
2117,Laporte Tire Center,laportetirecenter,Course
2118,Charlottesville Tire & Custom Wheel,charlottesvilletirecustomwheel,Course
2119,La Cie Canada Tire,laciecanadatire,Course
2120,Kauffman Tire,kauffmantire,Course
2121,Tire Rama,tirerama,Course
2122,Dobbs Tire & Auto Centers,dobbstireautocenters,Course
2123,CHS Car Care,chscarcare,Course
2124,Express Tire,expresstire,Course
2125,Jost Tire,josttire,Course
2126,Kauffman Tire,kauffmantire,Course
2127,Camden ave tire,camdenavetire,Course
2128,Jost Tire,josttire,Course
2129,Capital Tire,capitaltire,Course
2130,RNJ Tire Sales,rnjtiresales,Course
2131,pattons exxon,pattonsexxon,Course
2132,Schneider Tire,schneidertire,Course
2133,Central Tire,centraltire,Course
2134,ATD,atd,Course
